1768,select * from zoo2MainPhotoz where dr8objid = #
2019-01-01 00:17:00,1
2019-01-01 03:00:00,1
2019-01-01 06:39:00,1
2019-01-01 08:43:00,1
2019-01-01 11:31:00,1
2019-01-01 20:09:00,1
2019-01-01 20:19:00,1
2019-01-02 02:49:00,1
2019-01-02 03:51:00,1
2019-01-02 07:30:00,1
2019-01-02 07:57:00,1
2019-01-02 09:26:00,1
2019-01-02 10:23:00,1
2019-01-02 15:48:00,1
2019-01-02 16:18:00,1
2019-01-02 16:20:00,1
2019-01-02 16:33:00,1
2019-01-02 18:22:00,1
2019-01-02 19:08:00,1
2019-01-02 21:28:00,1
2019-01-02 22:03:00,1
2019-01-02 22:34:00,1
2019-01-02 23:27:00,1
2019-01-02 23:46:00,1
2019-01-03 01:04:00,1
2019-01-03 01:16:00,1
2019-01-03 06:31:00,1
2019-01-03 07:21:00,1
2019-01-03 07:31:00,1
2019-01-03 08:03:00,1
2019-01-03 08:35:00,1
2019-01-03 08:45:00,1
2019-01-03 09:06:00,1
2019-01-03 09:37:00,1
2019-01-03 10:21:00,1
2019-01-03 10:26:00,1
2019-01-03 10:56:00,1
2019-01-03 11:09:00,1
2019-01-03 12:21:00,1
2019-01-03 15:31:00,1
2019-01-03 16:04:00,1
2019-01-03 16:48:00,1
2019-01-03 16:50:00,1
2019-01-03 17:20:00,1
2019-01-03 18:50:00,1
2019-01-03 20:07:00,2
2019-01-04 00:41:00,1
2019-01-04 00:42:00,1
2019-01-04 01:03:00,1
2019-01-04 01:26:00,1
2019-01-04 01:27:00,1
2019-01-04 01:30:00,1
2019-01-04 02:12:00,1
2019-01-04 03:12:00,1
2019-01-04 04:47:00,1
2019-01-04 05:02:00,1
2019-01-04 07:10:00,1
2019-01-04 07:28:00,1
2019-01-04 08:23:00,1
2019-01-04 09:57:00,1
2019-01-04 10:13:00,1
2019-01-04 11:45:00,1
2019-01-04 12:36:00,1
2019-01-04 13:03:00,1
2019-01-04 13:49:00,1
2019-01-04 14:27:00,1
2019-01-04 14:47:00,1
2019-01-04 15:04:00,1
2019-01-04 15:35:00,1
2019-01-04 16:23:00,1
2019-01-04 20:50:00,1
2019-01-04 21:02:00,2
2019-01-05 08:13:00,1
2019-01-05 17:19:00,1
2019-01-05 19:17:00,1
2019-01-06 01:11:00,1
2019-01-06 16:15:00,1
2019-01-07 12:24:00,1
2019-01-08 14:00:00,1
2019-01-08 18:14:00,1
2019-01-08 19:04:00,1
2019-01-08 20:45:00,1
2019-01-09 03:28:00,1
2019-01-09 07:32:00,2
2019-01-09 07:49:00,1
2019-01-09 09:31:00,1
2019-01-09 13:50:00,1
2019-01-10 05:59:00,1
2019-01-10 19:18:00,1
2019-01-11 10:44:00,1
2019-01-11 10:45:00,1
2019-01-12 06:42:00,1
2019-01-12 07:06:00,1
2019-01-19 08:36:00,1
2019-01-19 18:44:00,1
2019-01-20 04:16:00,1
2019-01-22 01:22:00,1
2019-01-22 04:49:00,1
2019-01-24 07:30:00,1
2019-01-24 07:49:00,1
2019-01-24 11:35:00,1
2019-01-24 12:41:00,1
2019-01-25 06:07:00,1
2019-01-25 17:53:00,1
2019-01-25 22:17:00,1
2019-01-27 04:02:00,4
2019-01-27 12:48:00,1
2019-01-27 16:02:00,1
2019-01-27 19:11:00,1
2019-01-27 23:34:00,1
2019-01-28 02:53:00,1
2019-01-28 03:55:00,1
2019-01-28 04:49:00,1
2019-01-28 06:59:00,1
2019-01-28 09:13:00,1
2019-01-28 13:24:00,1
2019-01-28 14:09:00,1
2019-01-28 14:29:00,1
2019-01-28 15:28:00,1
2019-01-29 00:11:00,1
2019-01-29 00:12:00,1
2019-01-29 02:43:00,1
2019-01-29 06:02:00,1
2019-01-29 06:05:00,1
2019-01-29 10:04:00,1
2019-01-29 11:16:00,1
2019-01-29 13:05:00,1
2019-01-30 00:16:00,1
2019-01-30 00:56:00,1
2019-01-30 06:04:00,3
2019-01-30 09:33:00,1
2019-01-30 12:28:00,1
2019-01-30 14:58:00,1
2019-01-30 16:57:00,1
2019-01-30 18:13:00,1
2019-01-31 00:48:00,1
2019-01-31 03:50:00,1
2019-01-31 03:58:00,1
2019-01-31 05:26:00,1
2019-01-31 09:30:00,1
2019-01-31 10:56:00,1
2019-01-31 20:26:00,1
2019-02-01 03:47:00,13
2019-02-01 03:48:00,30
2019-02-01 03:55:00,1
2019-02-01 08:19:00,1
2019-02-01 08:20:00,1
2019-02-01 08:21:00,7
2019-02-01 08:22:00,11
2019-02-01 08:23:00,5
2019-02-01 14:43:00,3
2019-02-01 14:44:00,1
2019-02-01 18:20:00,29
2019-02-01 18:21:00,27
2019-02-01 19:33:00,1
2019-02-01 19:55:00,1
2019-02-01 23:25:00,1
2019-02-02 03:28:00,6
2019-02-02 04:02:00,1
2019-02-02 07:45:00,1
2019-02-02 08:03:00,1
2019-02-02 19:41:00,1
2019-02-03 04:03:00,2
2019-02-03 04:04:00,1
2019-02-03 04:05:00,1
2019-02-03 04:07:00,1
2019-02-03 04:08:00,8
2019-02-03 04:09:00,2
2019-02-03 04:17:00,1
2019-02-03 04:22:00,1
2019-02-03 04:23:00,3
2019-02-03 04:24:00,6
2019-02-03 05:33:00,1
2019-02-03 16:46:00,1
2019-02-03 19:42:00,1
2019-02-03 22:27:00,2
2019-02-04 11:32:00,1
2019-02-10 16:15:00,1
2019-02-14 05:31:00,6
2019-02-14 05:36:00,1
2019-02-14 12:16:00,4
2019-02-19 03:32:00,1
2019-02-19 03:33:00,5
2019-02-19 03:34:00,2
2019-02-19 05:15:00,6
2019-02-20 04:33:00,1
2019-02-20 20:20:00,11
2019-02-21 12:50:00,1
2019-02-21 18:28:00,5
2019-02-21 22:53:00,1
2019-02-22 16:40:00,1
2019-03-05 12:29:00,1
2019-03-24 20:45:00,1
2019-03-28 01:03:00,1
2019-03-29 23:03:00,1
2019-03-30 19:03:00,1
2019-03-30 19:04:00,1
2019-04-02 13:26:00,1
2019-04-02 13:31:00,1
2019-04-04 18:22:00,1
2019-04-05 00:36:00,2
2019-04-14 11:41:00,1
2019-04-17 05:38:00,3
2019-04-17 07:23:00,1
2019-04-19 08:38:00,1
2019-04-19 08:49:00,1
2019-04-20 13:26:00,1
2019-04-21 01:09:00,1
2019-04-21 15:18:00,5
2019-04-22 11:07:00,1
2019-04-22 11:08:00,12
2019-04-22 11:09:00,7
2019-04-22 13:10:00,34
2019-04-22 13:11:00,35
2019-04-22 13:12:00,34
2019-04-22 13:13:00,3
2019-04-22 14:52:00,2
2019-04-22 22:41:00,4
2019-04-23 12:35:00,7
2019-04-23 12:36:00,1
2019-04-24 06:52:00,16
2019-04-24 06:53:00,10
2019-04-26 12:02:00,2
2019-04-26 12:03:00,1
2019-04-27 20:21:00,1
2019-05-05 04:41:00,7
2019-05-10 00:57:00,3
2019-05-10 00:58:00,6
2019-05-10 04:14:00,2
2019-05-10 04:15:00,5
2019-05-11 05:00:00,1
2019-05-14 22:48:00,2
2019-05-14 22:49:00,13
2019-05-14 22:50:00,2
2019-05-15 20:21:00,1
2019-05-15 23:23:00,1
2019-05-19 08:41:00,1
2019-05-22 20:23:00,1
2019-05-24 09:33:00,1
2019-05-25 12:29:00,1
2019-05-28 10:17:00,1
2019-05-29 11:46:00,1
2019-05-30 10:08:00,1
2019-05-31 11:55:00,1
2019-06-02 04:57:00,1
2019-06-03 21:04:00,1
2019-06-03 23:22:00,1
2019-06-04 02:02:00,1
2019-06-04 02:16:00,1
2019-06-04 03:39:00,1
2019-06-04 05:51:00,1
2019-06-05 09:38:00,1
2019-06-05 16:35:00,1
2019-06-05 19:01:00,1
2019-06-05 21:05:00,1
2019-06-05 22:44:00,1
2019-06-05 23:16:00,1
2019-06-06 01:24:00,1
2019-06-06 01:32:00,1
2019-06-06 02:40:00,1
2019-06-06 04:57:00,1
2019-06-06 16:41:00,1
2019-06-06 16:47:00,1
2019-06-06 20:45:00,1
2019-06-06 21:07:00,1
2019-06-06 21:33:00,1
2019-06-06 22:01:00,1
2019-06-07 04:49:00,1
2019-06-07 08:58:00,1
2019-06-07 14:39:00,1
2019-06-07 14:42:00,1
2019-06-07 19:17:00,1
2019-06-07 19:50:00,1
2019-06-07 20:23:00,1
2019-06-08 01:59:00,1
2019-06-08 07:09:00,1
2019-06-08 20:56:00,1
2019-06-08 21:17:00,1
2019-06-08 21:23:00,1
2019-06-08 21:45:00,1
2019-06-08 22:12:00,1
2019-06-08 22:41:00,1
2019-06-09 01:29:00,1
2019-06-09 05:07:00,1
2019-06-09 06:27:00,1
2019-06-09 10:02:00,1
2019-06-09 15:45:00,1
2019-06-09 21:26:00,1
2019-06-09 23:52:00,1
2019-06-10 01:29:00,1
2019-06-10 03:01:00,1
2019-06-10 03:53:00,1
2019-06-10 14:40:00,1
2019-06-10 17:38:00,1
2019-06-10 19:51:00,1
2019-06-10 21:42:00,1
2019-06-10 22:04:00,1
2019-06-10 23:15:00,1
2019-06-10 23:42:00,1
2019-06-11 01:48:00,1
2019-06-11 05:19:00,1
2019-06-11 06:40:00,1
2019-06-11 07:10:00,1
2019-06-11 10:10:00,1
2019-06-11 12:22:00,1
2019-06-11 19:51:00,1
2019-06-11 21:00:00,1
2019-06-11 21:21:00,1
2019-06-11 22:44:00,1
2019-06-11 22:49:00,1
2019-06-12 01:01:00,1
2019-06-12 05:17:00,1
2019-06-12 05:50:00,1
2019-06-12 08:26:00,1
2019-06-12 10:18:00,1
2019-06-12 12:39:00,1
2019-06-12 21:14:00,1
2019-06-13 03:03:00,1
2019-06-13 04:51:00,1
2019-06-13 05:27:00,1
2019-06-13 13:42:00,2
2019-06-13 15:53:00,1
2019-06-13 19:06:00,1
2019-06-13 20:54:00,1
2019-06-13 23:05:00,1
2019-06-14 02:05:00,1
2019-06-14 02:07:00,1
2019-06-14 02:12:00,1
2019-06-14 02:22:00,1
2019-06-14 04:50:00,1
2019-06-14 06:47:00,1
2019-06-14 06:51:00,1
2019-06-14 08:47:00,1
2019-06-14 08:50:00,1
2019-06-14 09:51:00,1
2019-06-14 10:19:00,1
2019-06-14 16:47:00,1
2019-06-14 20:35:00,1
2019-06-14 23:13:00,1
2019-06-15 03:26:00,1
2019-06-15 03:48:00,1
2019-06-15 06:00:00,1
2019-06-15 09:00:00,1
2019-06-15 09:16:00,1
2019-06-15 13:21:00,1
2019-06-15 17:24:00,1
2019-06-15 20:42:00,1
2019-06-15 21:26:00,1
2019-06-16 00:01:00,1
2019-06-16 02:00:00,1
2019-06-16 02:37:00,1
2019-06-16 04:26:00,1
2019-06-16 05:23:00,1
2019-06-16 12:47:00,1
2019-06-16 13:09:00,1
2019-06-16 16:51:00,1
2019-06-16 18:51:00,1
2019-06-16 20:51:00,1
2019-06-16 22:46:00,1
2019-06-17 02:37:00,1
2019-06-17 03:13:00,1
2019-06-17 04:29:00,1
2019-06-17 05:22:00,1
2019-06-17 11:35:00,1
2019-06-17 13:17:00,1
2019-06-17 13:37:00,1
2019-06-17 19:03:00,1
2019-06-18 02:01:00,1
2019-06-18 02:45:00,1
2019-06-18 03:53:00,1
2019-06-18 11:47:00,1
2019-06-18 13:53:00,1
2019-06-18 14:21:00,1
2019-06-18 21:42:00,1
2019-06-19 07:03:00,1
2019-06-19 08:16:00,1
2019-06-19 10:15:00,1
2019-06-19 15:22:00,2
2019-06-20 13:22:00,1
2019-06-20 13:25:00,1
2019-06-20 13:31:00,1
2019-06-20 13:33:00,1
2019-06-20 13:34:00,1
2019-06-20 13:41:00,1
2019-06-20 13:55:00,1
2019-06-20 14:06:00,1
2019-06-20 14:39:00,1
2019-06-20 14:40:00,1
2019-06-20 20:46:00,1
2019-06-20 23:33:00,1
2019-06-21 10:28:00,1
2019-06-21 14:36:00,1
2019-06-21 19:42:00,1
2019-06-22 16:00:00,1
2019-06-24 17:18:00,1
2019-06-26 15:28:00,1
2019-06-27 00:54:00,2
2019-06-27 08:54:00,1
2019-06-27 11:52:00,1
2019-06-27 12:20:00,1
2019-06-27 12:51:00,1
2019-06-27 15:22:00,1
2019-06-28 12:49:00,1
2019-06-28 16:23:00,1
2019-06-28 17:01:00,1
2019-06-28 18:59:00,1
2019-06-29 15:27:00,1
2019-06-29 18:59:00,1
2019-06-30 02:15:00,1
2019-06-30 12:06:00,1
2019-06-30 12:18:00,1
2019-06-30 15:23:00,1
2019-07-01 08:56:00,1
2019-07-01 11:54:00,1
2019-07-01 12:47:00,1
2019-07-01 12:53:00,1
2019-07-01 16:19:00,1
2019-07-01 16:56:00,1
2019-07-02 11:47:00,1
2019-07-02 12:57:00,1
2019-07-02 19:06:00,1
2019-07-04 08:01:00,1
2019-07-04 08:56:00,1
2019-07-04 11:18:00,1
2019-07-04 13:54:00,1
2019-07-04 15:07:00,1
2019-07-04 15:22:00,1
2019-07-04 18:30:00,1
2019-07-05 00:44:00,1
2019-07-05 00:46:00,1
2019-07-05 00:47:00,1
2019-07-05 00:48:00,1
2019-07-05 00:51:00,1
2019-07-05 00:53:00,1
2019-07-05 00:54:00,1
2019-07-05 00:59:00,1
2019-07-05 01:08:00,1
2019-07-05 01:12:00,1
2019-07-05 01:35:00,1
2019-07-05 02:34:00,1
2019-07-05 02:51:00,1
2019-07-05 03:40:00,1
2019-07-05 04:06:00,1
2019-07-05 05:58:00,1
2019-07-05 10:54:00,1
2019-07-05 17:56:00,1
2019-07-05 19:26:00,1
2019-07-06 06:21:00,1
2019-07-06 10:38:00,1
2019-07-06 10:41:00,1
2019-07-06 11:01:00,3
2019-07-06 11:02:00,1
2019-07-06 14:40:00,1
2019-07-08 01:35:00,1
2019-07-08 04:27:00,1
2019-07-08 06:13:00,1
2019-07-09 13:42:00,1
2019-07-10 04:41:00,1
2019-07-10 05:02:00,1
2019-07-10 06:49:00,1
2019-07-10 07:22:00,1
2019-07-10 11:17:00,1
2019-07-10 15:12:00,1
2019-07-10 18:12:00,1
2019-07-10 18:51:00,1
2019-07-10 19:56:00,1
2019-07-10 23:05:00,1
2019-07-10 23:48:00,1
2019-07-10 23:49:00,1
