11,"SELECT TOP # s.ra, s.dec, s.plate, s.mjd, s.fiberid FROM BESTDR1#..SpecObj as s JOIN #x AS x ON x.SpecobjID = s.SpecobjID JOIN #upload AS u ON u.up_id = x.up_id WHERE s.zWarning = # ORDER BY x.up_id"
2019-01-03 19:03:00,1
2019-04-03 13:29:00,2
2019-04-03 13:32:00,1
2019-04-03 13:40:00,1
2019-05-14 08:58:00,1
2019-05-14 08:59:00,1
2019-05-14 09:01:00,2
2019-05-14 09:02:00,1
2019-10-16 09:15:00,1
