2,"SELECT TOP # ra, dec, specobjid, plate, mjd, fiberid, z, fiberMag_i, p.run2d FROM specphoto JOIN specobj as p WHERE survey = # and programname = # AND z between # and #"
2019-02-04 23:54:00,1
2019-02-04 23:55:00,1
