6,"SELECT Top # ObjID, modelMag_r, petroRad_r FROM PhotoObjAll WHERE (ra between # and #) and (dec between # and #)"
2019-02-12 03:02:00,1
2019-02-12 03:04:00,2
2019-02-12 03:05:00,1
2019-02-12 03:07:00,1
2019-02-12 03:08:00,1
