15,"select top # p.objid, p.ra, p.dec from photoobj p, dbo.fgetNearByObjEq (#, # , #) n where p.objid = n.objid"
2019-02-26 20:15:00,1
2019-03-04 07:48:00,1
2019-05-21 17:32:00,1
2019-06-09 05:45:00,1
2019-06-10 07:01:00,1
2019-06-10 07:05:00,1
2019-06-10 07:06:00,1
2019-06-10 22:13:00,1
2019-06-10 22:51:00,1
2019-09-10 11:10:00,1
2019-09-10 11:11:00,2
2019-10-28 17:57:00,1
2019-11-10 06:39:00,1
2019-11-11 09:35:00,1
