4,"SELECT TOP # s.plate, s.mjd, s.fiberid, s.dec, cast (str (s.ra, #, #) as float) as ra, s.z, p.run, p.rerun, p.camCol, p.field, p.obj, p.objID, p.r, p.u, p.z FROM ..SpecObj as s JOIN ..PhotoObj AS p ON s.bestObjID = p.objID JOIN dbo.fGetNearbySpecObjEq (#, #, #) AS b ON b.SpecobjID = S.SpecobjID WHERE s.zWarning = # AND (s.class = # OR s.class = #) AND (p.type = # OR p.type = #)"
2019-11-24 03:46:00,1
2019-11-24 03:47:00,1
2019-11-24 03:53:00,1
2019-11-24 04:14:00,1
