2,"SELECT TOP # A.UIIID, A.RAJ2#WISE_AGN_R9#_ptsrc_VIZIER, A.DEJ2#WISE_AGN_R9#_ptsrc_VIZIER, B.z, B.zerr, B.class, B.subClass, B.specObjID, C.specObjID as specObjIDClean, B.ObjID, SQRT (POWER (A.petroMag_uSDSSDR1#-B.petroMag_u, #) +POWER (A.petroMag_gSDSSDR1#-B.petroMag_g, #) +POWER (A.petroMag_rSDSSDR1#-B.petroMag_r, #) +POWER (A.petroMag_iSDSSDR1#-B.petroMag_i, #) +POWER (A.petroMag_zSDSSDR1#-B.petroMag_z, #) ) FROM MyDB.CasjobsCombinedOutputBrief AS A, SpecPhotoAll AS B LEFT JOIN SpecObj as C ON B.specObjID = C.specObjID WHERE A.petroMag_uSDSSDR1#! =# AND B.class! =# AND ABS (A.petroMag_uSDSSDR1#-B.petroMag_u) < =# AND ABS (A.petroMag_gSDSSDR1#-B.petroMag_g) < =# AND ABS (A.petroMag_rSDSSDR1#-B.petroMag_r) < =# AND ABS (A.petroMag_iSDSSDR1#-B.petroMag_i) < =# AND ABS (A.petroMag_zSDSSDR1#-B.petroMag_z) < =# AND A.UIIID = #ORDER BY SQRT (POWER (A.petroMag_uSDSSDR1#-B.petroMag_u, #) +POWER (A.petroMag_gSDSSDR1#-B.petroMag_g, #) +POWER (A.petroMag_rSDSSDR1#-B.petroMag_r, #) +POWER (A.petroMag_iSDSSDR1#-B.petroMag_i, #) +POWER (A.petroMag_zSDSSDR1#-B.petroMag_z, #) ) INTO MyDB.CasjobsCombinedOutputBrief_SpecPhotoAll_MagSpace2"
2019-09-03 16:25:00,1
2019-09-03 17:17:00,1
