8,SELECT * FROM ztf_ia_in_cosmology_#_host_candidate_#_#
2019-01-10 11:16:00,1
2019-01-16 08:22:00,1
2019-01-16 09:09:00,1
2019-01-16 09:46:00,1
2019-01-17 09:02:00,1
2019-01-23 09:12:00,1
2019-01-23 10:49:00,1
2019-01-24 09:12:00,1
