2,"select objID, ra, dec, subClass, psfMag_r into mydb.MyTable_# from SpecPhotoAll where class = # and sciencePrimary = # and Mode = # and (flags & (dbo.fPhotoFlags (#) )) = # and (flags & (dbo.fPhotoFlags (#) )) = # and (flags & (dbo.fPhotoFlags (#) )) = # and (flags & (dbo.fPhotoFlags (#) )) = #"
2019-01-29 06:59:00,1
2019-01-29 07:04:00,1
