3,"select mangaid, input_logg, input_teff, input_fe_h from mastar_goodstars as m where m.input_logg> # and input_teff> # and input_fe_h> #"
2019-02-01 00:37:00,1
2019-02-01 00:50:00,1
2019-02-01 00:51:00,1
