10,"select ra, dec, u, g, r, i, z, TAI_u, TAI_g, TAI_r, TAI_i, TAI_z from PhotoObjAll where dec < # AND dec > # AND (ra > # OR ra < #)"
2019-11-21 13:43:00,1
2019-11-21 14:19:00,1
2019-11-21 14:58:00,1
2019-11-21 15:37:00,1
2019-11-21 16:15:00,1
2019-11-21 16:56:00,1
2019-11-21 17:34:00,1
2019-11-21 18:13:00,1
2019-11-21 18:51:00,1
2019-11-21 19:28:00,1
