3,SELECT * FROM PhotoObj AS p JOIN ZooSpec AS zs ON zs.objid = p.objid ORDER BY p.objid
2019-04-09 00:55:00,1
2019-05-07 15:14:00,1
2019-07-19 22:58:00,1
