20,"SELECT specobjid, z, survey, bestobjid FROM SpecObj WHERE survey = # and programname = # AND class = # AND zWarning = # AND Z BETWEEN # and # AND htmid*# & # < (# * #)"
2019-02-26 15:28:00,2
2019-02-26 15:29:00,2
2019-02-26 15:30:00,2
2019-02-26 15:32:00,1
2019-02-26 15:33:00,2
2019-02-26 15:35:00,2
2019-02-26 16:37:00,1
2019-03-01 17:29:00,1
2019-03-01 17:35:00,2
2019-03-01 17:38:00,1
2019-03-01 17:39:00,1
2019-03-01 17:41:00,1
2019-03-03 13:10:00,1
2019-03-14 17:40:00,1
