2,"SELECT TOP # soa.specObjID, soa.ra, soa.dec, soa.z, soa.cx, soa.cy, soa.cz, spa.modelmag_r FROM SpecObjAll as soa, SpecPhotoAll as spa WHERE soa.specObjID = spa.specObjID"
2019-10-02 15:36:00,1
2019-10-02 15:56:00,1
