2,"SELECT ra, dec, z into mydb.MyTable_# from SpecPhoto as sp JOIN specObjID as s on sp.ObjID = s.galSpecExtra WHERE # < z < # AND lgm_tot_p5# > # AND ra BETWEEN # AND # AND dec BETWEEN # AND # AND class = GALAXY"
2019-05-02 10:09:00,1
2019-05-02 10:10:00,1
