10,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.ra, p.dec"
2019-01-18 18:53:00,1
2019-01-18 18:54:00,4
2019-01-18 18:55:00,3
2019-01-18 18:56:00,1
2019-01-18 18:57:00,1
