9,SELECT * FROM test1
2019-04-26 09:08:00,1
2019-04-26 09:09:00,1
2019-05-12 03:25:00,1
2019-05-23 12:11:00,2
2019-05-23 12:22:00,1
2019-05-23 12:39:00,1
2019-08-13 10:54:00,1
2019-08-13 11:07:00,1
