4,"select px, py from Celltag3 c where c.sampleid = # and c.ptype = # and c.tdist< # and c.CMembrane5#< =#"
2019-10-10 14:25:00,1
2019-10-10 14:26:00,1
2019-10-10 14:27:00,1
2019-10-10 16:03:00,1
