240,"SELECT up_id, dbo.fGetNearestSpecObjIdEq (up_ra, up_dec, up_sep) as SpecobjId FROM #upload WHERE dbo.fGetNearestSpecObjIdEq (up_ra, up_dec, up_sep) IS NOT # SELECT TOP # s.ra, s.dec, s.plate, s.mjd, s.fiberid, p.run, p.rerun, p.camCol, p.field, p.obj FROM ..SpecObj as s JOIN ..PhotoObj AS p ON s.bestObjID = p.objID JOIN #x AS x ON x.SpecobjID = s.SpecobjID JOIN #upload AS u ON u.up_id = x.up_id WHERE s.zWarning = # ORDER BY x.up_id"
2019-01-01 02:03:00,1
2019-01-01 10:53:00,1
2019-01-01 21:16:00,1
2019-01-02 02:37:00,1
2019-01-04 21:38:00,1
2019-01-07 23:38:00,1
2019-01-08 03:35:00,1
2019-01-08 05:02:00,1
2019-01-08 07:27:00,1
2019-01-10 03:03:00,1
2019-01-13 10:40:00,1
2019-01-17 06:47:00,1
2019-01-23 20:51:00,1
2019-01-24 14:32:00,1
2019-01-26 15:11:00,1
2019-01-27 23:42:00,1
2019-01-31 04:22:00,1
2019-02-05 01:23:00,1
2019-02-08 02:41:00,1
2019-02-08 05:28:00,1
2019-02-08 16:41:00,1
2019-02-10 06:02:00,1
2019-02-12 09:23:00,1
2019-02-12 20:25:00,1
2019-02-13 23:43:00,1
2019-02-14 11:54:00,1
2019-02-17 22:18:00,1
2019-02-21 22:25:00,1
2019-02-24 08:00:00,1
2019-02-26 03:40:00,1
2019-02-27 02:51:00,1
2019-02-28 09:24:00,1
2019-02-28 18:47:00,1
2019-02-28 19:31:00,1
2019-03-01 19:55:00,1
2019-03-01 22:29:00,1
2019-03-03 02:14:00,1
2019-03-03 04:06:00,1
2019-03-04 04:30:00,1
2019-03-07 03:16:00,1
2019-03-07 14:53:00,1
2019-03-07 17:17:00,1
2019-03-08 22:57:00,1
2019-03-08 23:05:00,1
2019-03-09 02:04:00,1
2019-03-09 12:59:00,1
2019-03-10 04:29:00,1
2019-03-11 17:35:00,1
2019-03-12 04:24:00,1
2019-03-13 07:13:00,1
2019-03-16 03:42:00,1
2019-03-17 02:00:00,1
2019-03-21 03:11:00,1
2019-03-25 03:08:00,1
2019-03-26 11:58:00,1
2019-03-27 17:31:00,1
2019-03-29 07:02:00,1
2019-03-31 01:04:00,1
2019-04-01 18:31:00,1
2019-04-04 01:37:00,1
2019-04-04 01:43:00,1
2019-04-05 09:03:00,1
2019-04-07 20:02:00,1
2019-04-09 09:25:00,1
2019-04-09 21:25:00,1
2019-04-11 13:37:00,1
2019-04-14 13:58:00,1
2019-04-18 10:51:00,1
2019-04-18 11:14:00,1
2019-04-18 22:01:00,1
2019-04-20 20:09:00,1
2019-04-22 20:32:00,1
2019-04-23 00:20:00,1
2019-04-23 00:45:00,1
2019-04-24 04:14:00,1
2019-04-24 08:48:00,1
2019-04-24 22:07:00,1
2019-04-25 00:31:00,1
2019-04-27 09:34:00,1
2019-04-28 02:34:00,1
2019-04-28 04:21:00,1
2019-04-30 12:20:00,1
2019-05-03 00:00:00,1
2019-05-03 14:51:00,1
2019-05-03 20:36:00,1
2019-05-05 01:31:00,1
2019-05-11 04:42:00,1
2019-05-13 09:39:00,1
2019-05-13 12:22:00,1
2019-05-14 21:07:00,1
2019-05-17 05:39:00,1
2019-05-17 05:40:00,1
2019-05-21 07:36:00,1
2019-05-21 20:24:00,1
2019-05-22 18:33:00,1
2019-05-24 01:04:00,1
2019-05-24 09:00:00,1
2019-05-24 17:08:00,1
2019-05-25 00:16:00,1
2019-05-25 00:50:00,1
2019-05-25 08:10:00,1
2019-05-29 16:59:00,1
2019-05-30 08:25:00,1
2019-05-30 08:31:00,1
2019-06-02 22:22:00,1
2019-06-03 16:23:00,1
2019-06-04 10:06:00,1
2019-06-05 21:55:00,1
2019-06-15 00:54:00,1
2019-06-16 21:59:00,1
2019-06-23 07:26:00,1
2019-06-25 06:35:00,1
2019-06-25 15:16:00,1
2019-06-27 03:51:00,1
2019-06-27 17:07:00,1
2019-06-28 18:31:00,1
2019-06-28 21:09:00,1
2019-07-02 08:38:00,1
2019-07-02 19:42:00,1
2019-07-02 23:54:00,1
2019-07-03 10:49:00,1
2019-07-04 13:53:00,1
2019-07-06 02:19:00,1
2019-07-07 03:12:00,1
2019-07-11 20:45:00,1
2019-07-14 02:49:00,1
