240,"SELECT up_id, dbo.fGetNearestSpecObjIdEq (up_ra, up_dec, up_sep) as SpecobjId FROM #upload WHERE dbo.fGetNearestSpecObjIdEq (up_ra, up_dec, up_sep) IS NOT # SELECT TOP # s.ra, s.dec, s.plate, s.mjd, s.fiberid, p.run, p.rerun, p.camCol, p.field, p.obj FROM ..SpecObj as s JOIN ..PhotoObj AS p ON s.bestObjID = p.objID JOIN #x AS x ON x.SpecobjID = s.SpecobjID JOIN #upload AS u ON u.up_id = x.up_id WHERE s.zWarning = # ORDER BY x.up_id"
2019-07-18 03:50:00,1
2019-07-20 05:46:00,1
2019-07-20 19:01:00,1
2019-07-22 05:41:00,1
2019-07-23 16:17:00,1
2019-07-24 16:14:00,1
2019-07-25 23:14:00,1
2019-07-26 22:15:00,1
2019-07-29 03:33:00,1
2019-08-04 23:30:00,1
2019-08-05 13:53:00,1
2019-08-09 10:36:00,1
2019-08-11 01:36:00,1
2019-08-12 04:12:00,1
2019-08-12 09:37:00,1
2019-08-12 19:34:00,1
2019-08-13 00:25:00,1
2019-08-16 03:58:00,1
2019-08-17 00:09:00,1
2019-08-23 01:50:00,1
2019-08-25 05:13:00,1
2019-08-28 01:01:00,1
2019-08-30 12:47:00,1
2019-09-01 00:08:00,1
2019-09-01 00:49:00,1
2019-09-01 09:20:00,1
2019-09-01 10:43:00,1
2019-09-01 16:45:00,1
2019-09-03 11:02:00,1
2019-09-06 22:28:00,1
2019-09-13 20:41:00,1
2019-09-15 00:07:00,1
2019-09-17 21:49:00,1
2019-09-19 19:11:00,1
2019-09-20 01:30:00,1
2019-09-20 11:59:00,1
2019-09-21 13:50:00,1
2019-09-21 18:09:00,1
2019-09-22 20:08:00,1
2019-09-23 20:48:00,1
2019-09-24 05:04:00,1
2019-09-24 07:19:00,1
2019-09-25 19:21:00,1
2019-09-29 19:56:00,1
2019-09-30 01:54:00,1
2019-09-30 18:11:00,1
2019-10-02 07:54:00,1
2019-10-02 16:50:00,1
2019-10-07 17:57:00,1
2019-10-07 18:00:00,1
2019-10-07 18:03:00,1
2019-10-10 09:02:00,1
2019-10-11 21:48:00,1
2019-10-13 09:25:00,1
2019-10-13 17:11:00,1
2019-10-14 08:10:00,1
2019-10-16 06:54:00,1
2019-10-17 13:47:00,1
2019-10-19 08:27:00,1
2019-10-20 09:46:00,1
2019-10-21 01:30:00,1
2019-10-21 02:59:00,1
2019-10-21 10:55:00,1
2019-10-22 11:13:00,1
2019-10-22 22:01:00,1
2019-10-22 23:20:00,1
2019-10-23 01:08:00,1
2019-10-24 09:57:00,1
2019-10-27 08:56:00,1
2019-11-02 00:53:00,1
2019-11-02 01:22:00,1
2019-11-02 15:10:00,1
2019-11-03 02:01:00,1
2019-11-04 12:29:00,1
2019-11-04 14:41:00,1
2019-11-05 02:40:00,1
2019-11-08 21:35:00,1
2019-11-09 13:24:00,1
2019-11-09 17:12:00,1
2019-11-12 17:11:00,1
2019-11-15 00:52:00,1
2019-11-15 03:28:00,1
2019-11-16 14:07:00,1
2019-11-18 05:18:00,1
2019-11-21 20:11:00,1
2019-11-22 09:23:00,1
2019-11-24 11:12:00,1
2019-11-27 13:41:00,1
2019-11-28 11:48:00,1
2019-12-01 01:00:00,1
2019-12-01 13:41:00,1
2019-12-04 06:42:00,1
2019-12-05 10:07:00,1
2019-12-05 11:23:00,1
2019-12-05 11:36:00,1
2019-12-06 11:40:00,1
2019-12-06 14:38:00,1
2019-12-07 00:21:00,1
2019-12-07 13:20:00,1
2019-12-07 14:00:00,1
2019-12-09 16:23:00,1
2019-12-10 01:36:00,3
2019-12-11 20:20:00,1
2019-12-12 11:22:00,1
2019-12-13 17:58:00,1
2019-12-14 07:05:00,1
2019-12-23 14:23:00,1
2019-12-24 08:46:00,1
2019-12-25 05:34:00,1
2019-12-25 16:55:00,1
2019-12-27 00:40:00,1
2019-12-27 13:48:00,1
