2,"SELECT count (*) into mydb.MyTable4 from MyDB.radec_mc as my CROSS APPLY dbo.fGetNearestObjAllEq (my.ra, my.dec, #)"
2019-04-12 10:35:00,1
2019-04-12 10:45:00,1
