3,"SELECT g.objID, s.specObjID FROM Galaxy g, SpecObj s, galSpecLine Ha WHERE g.objID = s.bestObjID AND Ha.specObjID = s.specObjID AND Ha.h_alpha_reqw > # AND s.z < # AND (g.flags & #) = # AND (s.primtarget & #) > #"
2019-10-01 13:25:00,1
2019-10-01 13:36:00,2
