14,"SELECT # + cast (p.objId as varchar (#) ) + # + cast (p.objId as varchar (#) ) + # as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetObjFromRect (#, #, #, #) n, PhotoPrimary p WHERE n.objID = p.objID"
2019-03-22 01:20:00,1
2019-04-04 11:45:00,1
2019-04-30 06:00:00,1
2019-04-30 06:06:00,1
2019-04-30 06:07:00,1
2019-04-30 06:09:00,1
2019-04-30 07:42:00,1
2019-04-30 07:43:00,1
2019-04-30 13:26:00,1
2019-04-30 14:28:00,1
2019-05-08 18:57:00,1
2019-08-20 14:50:00,1
2019-08-20 14:52:00,1
2019-10-24 17:05:00,1
