3,"SELECT top # modelmag_u, modelmag_g, modelmag_r, modelmag_i, modelmag_z, z FROM SpecPhoto WHERE zWarning = #"
2019-08-27 19:17:00,1
2019-09-18 18:10:00,1
2019-11-14 16:49:00,1
