10,select top # * from [CCOSEDProps_SpecPhotoFGED]
2019-12-21 15:49:00,1
2019-12-21 15:54:00,1
2019-12-21 15:59:00,1
2019-12-21 16:01:00,1
2019-12-21 16:10:00,1
2019-12-21 16:16:00,1
2019-12-21 16:27:00,1
2019-12-21 18:03:00,1
2019-12-21 18:05:00,1
2019-12-22 10:21:00,1
