3,"SELECT TOP # G.u, G.g, G.r, G.i, G.z, s.velDisp, G.petroR5#_u, G.petroR5#_g, G.petroR5#_r, sp.z FROM Galaxy as G JOIN SpecObj AS s ON s.bestobjid = G.ObjID JOIN SpecPhoto AS sp ON sp.objid = G.ObjID WHERE s.velDisp> # and sp.z > #"
2019-10-21 07:36:00,1
2019-10-21 07:38:00,1
2019-10-21 08:04:00,1
