27,"SELECT p.objId, p.ra, p.dec, p.petror9#_r, p.expAB_r, p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i, s.z as z_spec, s.plate, s.mjd, s.fiberid FROM galaxy AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.ra between # and # and s.z between # and # and p.g < #"
2019-02-28 10:45:00,1
2019-03-28 15:38:00,1
2019-03-28 16:32:00,3
2019-03-28 16:42:00,1
2019-03-28 16:43:00,1
2019-03-28 16:44:00,1
2019-03-28 17:18:00,1
2019-03-28 17:19:00,3
2019-03-28 17:24:00,1
2019-03-28 17:26:00,4
2019-04-04 15:10:00,1
2019-04-04 15:12:00,1
2019-04-04 15:14:00,2
2019-04-04 15:15:00,1
2019-04-04 15:16:00,1
2019-04-04 15:24:00,2
2019-04-04 15:25:00,2
