2,"SELECT P.objID, P.ra, P.dec, S.SpecObjId, S.ra, S.dec into mydb.MyTable_# from PhotoObj AS P LEFT OUTER JOIN SpecObjAll AS S ON P.objID = s.BestObjID"
2019-09-25 13:45:00,1
2019-09-25 13:46:00,1
