4,"SELECT p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.run, p.rerun, p.camcol, p.field FROM PhotoObj AS p WHERE p.ra BETWEEN # AND # AND p.probPSF = #"
2019-08-01 19:35:00,1
2019-08-01 19:36:00,1
2019-08-01 19:37:00,1
2019-08-01 19:39:00,1
