11,"select top # p.deVRad_r, q.z from galaxy p, dbo.fgetNearByObjEq (#, #, #) n, galSpecInfo q where p.objid = n.objid and p.specObjID = q.specObjID and p.specObjID< ># and q.z> # and abs (#* (#-q.z) )< #"
2019-08-23 17:15:00,1
2019-08-23 17:39:00,2
2019-08-23 17:40:00,1
2019-08-25 14:18:00,1
2019-08-25 15:23:00,1
2019-08-25 15:24:00,1
2019-08-25 15:43:00,1
2019-08-26 20:41:00,1
2019-08-26 21:07:00,1
2019-08-26 21:26:00,1
