2,"select source_id, ra, dec, parallax, parallax_error, pmra, pmra_error, pmdec, pmdec_error, parallax_pmra_corr, parallax_pmdec_corr, pmra_pmdec_corr, phot_g_mean_mag, bp_rp from gaiadr2.gaia_source where (ra > # and ra < # and dec < # and dec > #) and sqrt ((pmra-#) * (pmra-#) + (pmdec+#) * (pmdec+#) )< # and abs (parallax) < # into mydb.cps_gaia2"
2019-08-09 01:40:00,1
2019-08-09 01:41:00,1
