6,"SELECT DISTINCT #, # FROM SpecObj AS s JOIN SpecPhotoAll AS p ON s.specObjID = p.specObjID SELECT p.ra, p.dec, s.z , s.zErr, s.velDisp, s.velDispErr WHERE (ra between # and #) and (dec between # and #) and (p.petroMag_r + p.extinction_r< #) and (p.zWarning = #) and class = # and subclass = #"
2019-10-30 16:57:00,1
2019-10-31 15:45:00,1
2019-11-01 17:44:00,1
2019-11-01 17:50:00,2
2019-11-01 17:55:00,1
