9,SELECT * FROM cluster_#
2019-08-07 09:04:00,1
2019-08-07 09:05:00,1
2019-08-07 09:06:00,1
2019-08-07 09:07:00,2
2019-08-07 09:08:00,2
2019-08-07 15:33:00,1
2019-08-08 11:44:00,1
