27241,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns (#) ORDER BY [columnID]"
2019-07-26 02:50:00,1
2019-07-26 02:59:00,2
2019-07-26 03:00:00,4
2019-07-26 03:01:00,1
2019-07-26 03:05:00,1
2019-07-26 03:55:00,1
2019-07-26 04:00:00,1
2019-07-26 04:24:00,2
2019-07-26 05:10:00,2
2019-07-26 08:47:00,1
2019-07-26 08:59:00,2
2019-07-26 09:00:00,1
2019-07-26 09:03:00,2
2019-07-26 12:18:00,2
2019-07-26 12:34:00,1
2019-07-26 13:12:00,1
2019-07-26 15:11:00,1
2019-07-26 17:12:00,1
2019-07-26 17:24:00,1
2019-07-26 17:26:00,3
2019-07-26 17:37:00,1
2019-07-26 17:55:00,1
2019-07-26 17:56:00,3
2019-07-26 17:57:00,1
2019-07-26 18:00:00,1
2019-07-26 18:04:00,1
2019-07-26 18:05:00,3
2019-07-26 18:08:00,1
2019-07-26 18:15:00,1
2019-07-26 18:18:00,1
2019-07-26 18:23:00,1
2019-07-26 18:50:00,2
2019-07-26 18:51:00,1
2019-07-26 18:58:00,1
2019-07-26 19:02:00,1
2019-07-26 19:03:00,1
2019-07-26 19:14:00,2
2019-07-26 19:26:00,3
2019-07-26 19:27:00,1
2019-07-26 19:28:00,1
2019-07-26 19:29:00,1
2019-07-26 19:30:00,1
2019-07-26 20:00:00,1
2019-07-26 20:40:00,1
2019-07-26 21:26:00,1
2019-07-26 21:37:00,1
2019-07-26 21:38:00,2
2019-07-26 21:41:00,1
2019-07-26 21:48:00,1
2019-07-26 21:53:00,1
2019-07-26 22:00:00,1
2019-07-26 22:39:00,1
2019-07-26 22:50:00,1
2019-07-26 23:28:00,1
2019-07-27 02:33:00,1
2019-07-27 05:33:00,1
2019-07-27 06:11:00,1
2019-07-27 06:13:00,1
2019-07-27 13:30:00,1
2019-07-27 13:32:00,1
2019-07-27 13:34:00,1
2019-07-27 13:50:00,1
2019-07-27 13:51:00,2
2019-07-27 13:56:00,1
2019-07-27 14:01:00,1
2019-07-27 14:04:00,1
2019-07-27 14:45:00,1
2019-07-27 14:51:00,1
2019-07-27 15:40:00,1
2019-07-27 19:17:00,1
2019-07-27 19:47:00,1
2019-07-27 20:56:00,1
2019-07-28 00:59:00,2
2019-07-28 02:58:00,1
2019-07-28 03:00:00,2
2019-07-28 10:48:00,1
2019-07-28 12:45:00,1
2019-07-28 12:46:00,4
2019-07-28 12:47:00,2
2019-07-29 00:59:00,1
2019-07-29 01:04:00,1
2019-07-29 01:15:00,1
2019-07-29 01:37:00,2
2019-07-29 02:00:00,1
2019-07-29 02:02:00,1
2019-07-29 02:04:00,1
2019-07-29 02:07:00,2
2019-07-29 02:15:00,1
2019-07-29 02:16:00,7
2019-07-29 02:17:00,1
2019-07-29 02:18:00,2
2019-07-29 02:20:00,1
2019-07-29 02:53:00,1
2019-07-29 02:54:00,1
2019-07-29 02:56:00,1
2019-07-29 02:57:00,2
2019-07-29 02:58:00,1
2019-07-29 03:03:00,1
2019-07-29 03:04:00,1
2019-07-29 03:07:00,1
2019-07-29 03:08:00,1
2019-07-29 03:16:00,2
2019-07-29 03:18:00,2
2019-07-29 03:19:00,1
2019-07-29 03:20:00,1
2019-07-29 03:22:00,1
2019-07-29 03:25:00,2
2019-07-29 03:26:00,1
2019-07-29 03:29:00,1
2019-07-29 03:32:00,1
2019-07-29 03:34:00,2
2019-07-29 03:36:00,2
2019-07-29 03:39:00,4
2019-07-29 03:40:00,8
2019-07-29 03:54:00,2
2019-07-29 03:56:00,1
2019-07-29 03:58:00,1
2019-07-29 05:29:00,1
2019-07-29 05:33:00,1
2019-07-29 06:09:00,4
2019-07-29 06:26:00,1
2019-07-29 06:50:00,1
2019-07-29 06:52:00,1
2019-07-29 06:53:00,2
2019-07-29 06:58:00,4
2019-07-29 06:59:00,2
2019-07-29 08:22:00,1
2019-07-29 08:23:00,1
2019-07-29 08:26:00,1
2019-07-29 08:52:00,2
2019-07-29 08:58:00,8
2019-07-29 08:59:00,2
2019-07-29 09:09:00,3
2019-07-29 09:12:00,1
2019-07-29 09:13:00,2
2019-07-29 09:14:00,1
2019-07-29 09:15:00,2
2019-07-29 10:57:00,1
2019-07-29 11:27:00,2
2019-07-29 12:04:00,2
2019-07-29 12:34:00,1
2019-07-29 12:37:00,1
2019-07-29 12:40:00,1
2019-07-29 13:19:00,6
2019-07-29 14:29:00,1
2019-07-29 14:30:00,1
2019-07-29 14:46:00,1
2019-07-29 15:02:00,1
2019-07-29 15:08:00,1
2019-07-29 15:10:00,1
2019-07-29 15:11:00,2
2019-07-29 15:12:00,2
2019-07-29 15:15:00,2
2019-07-29 15:17:00,1
2019-07-29 15:56:00,4
2019-07-29 15:58:00,2
2019-07-29 16:11:00,1
2019-07-29 16:15:00,1
2019-07-29 17:41:00,1
2019-07-29 18:11:00,1
2019-07-29 19:03:00,2
2019-07-29 19:59:00,1
2019-07-29 20:03:00,2
2019-07-29 20:04:00,1
2019-07-29 20:05:00,1
2019-07-29 20:06:00,2
2019-07-29 20:17:00,2
2019-07-29 20:42:00,1
2019-07-29 21:40:00,3
2019-07-29 21:41:00,1
2019-07-29 21:47:00,2
2019-07-29 23:34:00,1
2019-07-29 23:38:00,1
2019-07-29 23:39:00,1
2019-07-29 23:40:00,1
2019-07-29 23:42:00,3
2019-07-29 23:43:00,1
2019-07-29 23:53:00,1
2019-07-29 23:54:00,1
2019-07-30 00:33:00,2
2019-07-30 01:18:00,1
2019-07-30 02:02:00,1
2019-07-30 02:04:00,2
2019-07-30 02:05:00,1
2019-07-30 02:07:00,1
2019-07-30 02:08:00,2
2019-07-30 02:12:00,1
2019-07-30 02:54:00,1
2019-07-30 03:22:00,2
2019-07-30 03:24:00,1
2019-07-30 03:25:00,2
2019-07-30 03:28:00,1
2019-07-30 03:35:00,2
2019-07-30 04:20:00,2
2019-07-30 04:24:00,1
2019-07-30 04:25:00,1
2019-07-30 04:42:00,3
2019-07-30 06:05:00,2
2019-07-30 06:06:00,2
2019-07-30 06:07:00,1
2019-07-30 06:08:00,3
2019-07-30 06:09:00,2
2019-07-30 06:11:00,1
2019-07-30 06:12:00,2
2019-07-30 06:26:00,1
2019-07-30 06:27:00,2
2019-07-30 09:05:00,5
2019-07-30 09:06:00,1
2019-07-30 09:19:00,1
2019-07-30 09:22:00,1
2019-07-30 09:25:00,1
2019-07-30 09:26:00,2
2019-07-30 09:38:00,1
2019-07-30 09:39:00,2
2019-07-30 09:40:00,1
2019-07-30 09:41:00,1
2019-07-30 10:11:00,1
2019-07-30 12:12:00,1
2019-07-30 14:04:00,1
2019-07-30 14:16:00,1
2019-07-30 14:18:00,1
2019-07-30 14:24:00,1
2019-07-30 14:25:00,2
2019-07-30 14:27:00,1
2019-07-30 14:28:00,2
2019-07-30 14:30:00,3
2019-07-30 14:33:00,2
2019-07-30 14:34:00,9
2019-07-30 14:35:00,1
2019-07-30 14:45:00,1
2019-07-30 14:47:00,2
2019-07-30 15:02:00,2
2019-07-30 15:05:00,1
2019-07-30 15:06:00,1
2019-07-30 15:12:00,1
2019-07-30 15:26:00,1
2019-07-30 15:52:00,1
2019-07-30 16:21:00,2
2019-07-30 16:30:00,2
2019-07-30 16:31:00,1
2019-07-30 16:40:00,2
2019-07-30 17:48:00,1
2019-07-30 18:28:00,1
2019-07-30 19:13:00,1
2019-07-30 19:16:00,1
2019-07-30 19:20:00,1
2019-07-30 19:29:00,1
2019-07-30 19:36:00,1
2019-07-30 19:37:00,2
2019-07-30 20:15:00,1
2019-07-30 20:19:00,2
2019-07-30 20:20:00,2
2019-07-30 20:26:00,4
2019-07-30 20:27:00,1
2019-07-30 20:28:00,1
2019-07-30 20:49:00,1
2019-07-30 21:31:00,3
2019-07-30 22:24:00,1
2019-07-30 22:55:00,1
2019-07-30 23:31:00,2
2019-07-30 23:47:00,1
2019-07-30 23:58:00,1
2019-07-31 00:05:00,1
2019-07-31 00:06:00,1
2019-07-31 00:08:00,1
2019-07-31 01:58:00,1
2019-07-31 05:27:00,1
2019-07-31 05:33:00,1
2019-07-31 05:37:00,1
2019-07-31 05:48:00,4
2019-07-31 05:54:00,1
2019-07-31 06:12:00,2
2019-07-31 06:13:00,1
2019-07-31 06:16:00,2
2019-07-31 06:18:00,1
2019-07-31 06:27:00,2
2019-07-31 06:31:00,1
2019-07-31 06:34:00,1
2019-07-31 06:35:00,1
2019-07-31 06:42:00,2
2019-07-31 06:43:00,2
2019-07-31 06:49:00,2
2019-07-31 06:51:00,1
2019-07-31 06:52:00,1
2019-07-31 06:57:00,2
2019-07-31 06:58:00,2
2019-07-31 07:25:00,1
2019-07-31 07:26:00,1
2019-07-31 07:32:00,2
2019-07-31 07:39:00,2
2019-07-31 07:42:00,2
2019-07-31 07:52:00,1
2019-07-31 07:56:00,2
2019-07-31 07:58:00,1
2019-07-31 07:59:00,1
2019-07-31 08:01:00,1
2019-07-31 08:04:00,3
2019-07-31 08:07:00,1
2019-07-31 08:08:00,1
2019-07-31 08:19:00,2
2019-07-31 08:22:00,2
2019-07-31 08:27:00,3
2019-07-31 08:33:00,1
2019-07-31 09:00:00,1
2019-07-31 09:04:00,1
2019-07-31 09:44:00,2
2019-07-31 09:47:00,1
2019-07-31 09:48:00,3
2019-07-31 09:49:00,1
2019-07-31 09:54:00,1
2019-07-31 09:56:00,1
2019-07-31 10:10:00,3
2019-07-31 10:20:00,1
2019-07-31 10:21:00,1
2019-07-31 10:22:00,1
2019-07-31 10:24:00,2
2019-07-31 12:05:00,2
2019-07-31 12:17:00,2
2019-07-31 12:22:00,1
2019-07-31 12:23:00,1
2019-07-31 12:56:00,1
2019-07-31 13:15:00,2
2019-07-31 14:14:00,1
2019-07-31 14:48:00,1
2019-07-31 14:50:00,1
2019-07-31 14:55:00,1
2019-07-31 14:57:00,2
2019-07-31 15:01:00,1
2019-07-31 15:04:00,2
2019-07-31 16:02:00,1
2019-07-31 16:11:00,1
2019-07-31 16:19:00,1
2019-07-31 16:23:00,1
2019-07-31 17:32:00,1
2019-07-31 17:48:00,1
2019-07-31 17:50:00,1
2019-07-31 18:55:00,1
2019-07-31 18:56:00,1
2019-07-31 18:59:00,2
2019-07-31 19:16:00,1
2019-07-31 19:55:00,1
2019-07-31 20:02:00,1
2019-07-31 20:05:00,1
2019-07-31 20:31:00,1
2019-07-31 23:33:00,1
2019-07-31 23:35:00,1
2019-08-01 00:37:00,1
2019-08-01 00:45:00,1
2019-08-01 00:52:00,1
2019-08-01 01:09:00,1
2019-08-01 02:26:00,1
2019-08-01 03:49:00,1
2019-08-01 08:55:00,1
2019-08-01 10:38:00,1
2019-08-01 10:40:00,1
2019-08-01 10:47:00,1
2019-08-01 10:49:00,1
2019-08-01 10:54:00,1
2019-08-01 10:57:00,2
2019-08-01 11:02:00,1
2019-08-01 11:17:00,2
2019-08-01 11:51:00,1
2019-08-01 12:20:00,1
2019-08-01 12:45:00,1
2019-08-01 13:15:00,1
2019-08-01 13:59:00,1
2019-08-01 14:46:00,1
2019-08-01 15:01:00,1
2019-08-01 15:02:00,1
2019-08-01 15:18:00,1
2019-08-01 15:23:00,1
2019-08-01 15:34:00,1
2019-08-01 15:43:00,1
2019-08-01 15:45:00,1
2019-08-01 15:46:00,1
2019-08-01 16:11:00,1
2019-08-01 16:26:00,1
2019-08-01 16:27:00,2
2019-08-01 16:36:00,1
2019-08-01 16:55:00,1
2019-08-01 17:12:00,1
2019-08-01 18:28:00,1
2019-08-01 20:45:00,1
2019-08-01 22:43:00,1
2019-08-02 03:55:00,1
2019-08-02 05:48:00,1
2019-08-02 05:54:00,1
2019-08-02 06:05:00,1
2019-08-02 06:24:00,1
2019-08-02 07:06:00,1
2019-08-02 07:35:00,1
2019-08-02 08:17:00,1
2019-08-02 09:31:00,1
2019-08-02 09:41:00,1
2019-08-02 10:34:00,1
2019-08-02 12:05:00,1
2019-08-02 13:18:00,1
2019-08-02 13:21:00,1
2019-08-02 13:26:00,1
2019-08-02 13:32:00,1
2019-08-02 13:38:00,1
2019-08-02 13:39:00,1
2019-08-02 13:40:00,1
2019-08-02 13:41:00,1
2019-08-02 13:42:00,2
2019-08-02 13:50:00,1
2019-08-02 15:03:00,2
2019-08-02 15:04:00,1
2019-08-02 15:20:00,1
2019-08-02 16:54:00,1
2019-08-02 16:55:00,2
2019-08-02 17:39:00,1
2019-08-02 17:46:00,3
2019-08-02 20:12:00,1
2019-08-02 20:19:00,1
2019-08-02 20:56:00,3
2019-08-02 20:57:00,2
2019-08-02 20:59:00,7
2019-08-02 21:00:00,1
2019-08-02 21:21:00,2
2019-08-02 22:41:00,1
2019-08-03 06:32:00,1
2019-08-03 06:39:00,1
2019-08-03 07:53:00,1
2019-08-03 07:54:00,1
2019-08-03 11:55:00,3
2019-08-03 11:59:00,4
2019-08-03 12:00:00,1
2019-08-03 12:01:00,1
2019-08-03 12:02:00,1
2019-08-03 12:10:00,1
2019-08-03 12:12:00,2
2019-08-03 12:43:00,3
2019-08-03 12:44:00,1
2019-08-03 12:53:00,1
2019-08-03 12:54:00,1
2019-08-03 23:02:00,1
2019-08-03 23:03:00,1
2019-08-04 01:02:00,1
2019-08-04 01:04:00,1
2019-08-04 01:05:00,1
2019-08-04 01:19:00,1
2019-08-04 01:43:00,1
2019-08-04 02:13:00,1
2019-08-04 02:14:00,1
2019-08-04 02:33:00,1
2019-08-04 02:42:00,1
2019-08-04 02:47:00,1
2019-08-04 03:01:00,1
2019-08-04 03:08:00,1
2019-08-04 07:54:00,1
2019-08-04 08:07:00,1
2019-08-04 08:36:00,1
2019-08-04 08:37:00,1
2019-08-04 08:53:00,1
2019-08-04 09:11:00,3
2019-08-04 09:12:00,1
2019-08-04 09:28:00,2
2019-08-04 09:33:00,1
2019-08-04 09:45:00,1
2019-08-04 12:12:00,1
2019-08-04 12:48:00,2
2019-08-04 15:02:00,1
2019-08-04 15:09:00,3
2019-08-04 15:23:00,1
2019-08-04 16:28:00,1
2019-08-04 18:24:00,1
2019-08-04 19:11:00,2
2019-08-04 19:37:00,1
2019-08-04 20:28:00,1
2019-08-04 20:31:00,1
2019-08-04 21:29:00,1
2019-08-04 22:37:00,1
2019-08-04 22:41:00,1
2019-08-04 23:02:00,1
2019-08-04 23:09:00,1
2019-08-04 23:27:00,1
2019-08-04 23:40:00,2
2019-08-05 01:26:00,1
2019-08-05 01:28:00,1
2019-08-05 01:29:00,1
2019-08-05 01:32:00,1
2019-08-05 01:33:00,2
2019-08-05 01:54:00,1
2019-08-05 02:13:00,1
2019-08-05 02:37:00,1
2019-08-05 03:45:00,1
2019-08-05 04:04:00,1
2019-08-05 04:05:00,1
2019-08-05 04:10:00,1
2019-08-05 04:16:00,1
2019-08-05 04:17:00,1
2019-08-05 04:19:00,1
2019-08-05 05:13:00,2
2019-08-05 05:17:00,2
2019-08-05 05:29:00,2
2019-08-05 05:32:00,2
2019-08-05 05:34:00,1
2019-08-05 05:35:00,1
2019-08-05 05:36:00,1
2019-08-05 05:38:00,1
2019-08-05 05:43:00,1
2019-08-05 05:47:00,1
2019-08-05 05:52:00,1
2019-08-05 05:58:00,1
2019-08-05 06:03:00,1
2019-08-05 06:04:00,1
2019-08-05 06:05:00,2
2019-08-05 06:33:00,1
2019-08-05 06:56:00,1
2019-08-05 07:06:00,2
2019-08-05 07:07:00,1
2019-08-05 07:08:00,2
2019-08-05 07:23:00,1
2019-08-05 07:32:00,1
2019-08-05 07:40:00,1
2019-08-05 08:01:00,1
2019-08-05 08:02:00,1
2019-08-05 08:42:00,1
2019-08-05 09:38:00,3
2019-08-05 09:40:00,1
2019-08-05 09:43:00,1
2019-08-05 09:46:00,1
2019-08-05 09:48:00,1
2019-08-05 10:01:00,1
2019-08-05 10:08:00,1
2019-08-05 10:09:00,1
2019-08-05 10:14:00,1
2019-08-05 10:17:00,1
2019-08-05 10:21:00,1
2019-08-05 10:22:00,1
2019-08-05 10:58:00,4
2019-08-05 11:28:00,3
2019-08-05 13:19:00,1
2019-08-05 15:15:00,1
2019-08-05 15:20:00,1
2019-08-05 17:01:00,1
2019-08-05 17:02:00,1
2019-08-05 17:19:00,2
2019-08-05 17:20:00,1
2019-08-05 17:22:00,1
2019-08-05 17:38:00,2
2019-08-05 17:39:00,1
2019-08-05 17:40:00,1
2019-08-05 18:52:00,3
2019-08-05 18:56:00,1
2019-08-05 18:58:00,1
2019-08-05 18:59:00,1
2019-08-05 19:10:00,1
2019-08-05 21:25:00,1
2019-08-05 21:57:00,1
2019-08-05 23:26:00,2
2019-08-05 23:33:00,1
2019-08-05 23:38:00,1
2019-08-06 03:21:00,1
2019-08-06 04:02:00,1
2019-08-06 04:38:00,1
2019-08-06 04:47:00,1
2019-08-06 05:45:00,1
2019-08-06 05:47:00,1
2019-08-06 06:31:00,1
2019-08-06 07:24:00,1
2019-08-06 08:26:00,1
2019-08-06 08:35:00,1
2019-08-06 09:27:00,1
2019-08-06 09:39:00,1
2019-08-06 10:12:00,1
2019-08-06 10:15:00,1
2019-08-06 10:28:00,2
2019-08-06 11:01:00,1
2019-08-06 11:40:00,1
2019-08-06 11:42:00,1
2019-08-06 11:56:00,1
2019-08-06 11:57:00,1
2019-08-06 12:15:00,1
2019-08-06 12:59:00,1
2019-08-06 13:01:00,1
2019-08-06 13:02:00,1
2019-08-06 13:12:00,1
2019-08-06 13:13:00,1
2019-08-06 13:25:00,1
2019-08-06 14:23:00,1
2019-08-06 14:35:00,1
2019-08-06 14:48:00,1
2019-08-06 15:11:00,1
2019-08-06 15:12:00,1
2019-08-06 15:13:00,1
2019-08-06 15:14:00,1
2019-08-06 15:15:00,1
2019-08-06 15:23:00,1
2019-08-06 16:04:00,1
2019-08-06 16:19:00,1
2019-08-06 16:31:00,1
2019-08-06 17:26:00,2
2019-08-06 17:27:00,2
2019-08-06 17:28:00,1
2019-08-06 17:29:00,1
2019-08-06 17:30:00,2
2019-08-06 18:12:00,1
2019-08-06 19:04:00,1
2019-08-06 21:13:00,1
2019-08-06 22:38:00,1
2019-08-07 00:04:00,1
2019-08-07 00:33:00,1
2019-08-07 02:59:00,1
2019-08-07 05:33:00,2
2019-08-07 05:34:00,1
2019-08-07 05:42:00,2
2019-08-07 05:43:00,1
2019-08-07 06:15:00,1
2019-08-07 06:16:00,1
2019-08-07 06:17:00,1
2019-08-07 06:19:00,3
2019-08-07 06:20:00,2
2019-08-07 06:21:00,1
2019-08-07 06:24:00,2
2019-08-07 06:25:00,1
2019-08-07 06:27:00,1
2019-08-07 06:28:00,1
2019-08-07 06:29:00,1
2019-08-07 06:30:00,1
2019-08-07 06:31:00,2
2019-08-07 06:32:00,2
2019-08-07 06:35:00,1
2019-08-07 06:36:00,2
2019-08-07 06:47:00,2
2019-08-07 07:19:00,2
2019-08-07 07:45:00,1
2019-08-07 07:52:00,1
2019-08-07 07:59:00,1
2019-08-07 08:22:00,1
2019-08-07 08:56:00,1
2019-08-07 08:58:00,1
2019-08-07 09:33:00,2
2019-08-07 09:34:00,2
2019-08-07 09:39:00,1
2019-08-07 09:40:00,1
2019-08-07 09:41:00,1
2019-08-07 09:50:00,2
2019-08-07 09:51:00,1
2019-08-07 10:09:00,5
2019-08-07 10:10:00,1
2019-08-07 10:11:00,2
2019-08-07 10:28:00,2
2019-08-07 10:30:00,1
2019-08-07 10:54:00,2
2019-08-07 11:00:00,1
2019-08-07 11:01:00,1
2019-08-07 11:41:00,4
2019-08-07 12:15:00,1
2019-08-07 12:42:00,1
2019-08-07 13:08:00,3
2019-08-07 13:10:00,1
2019-08-07 13:13:00,2
2019-08-07 13:23:00,1
2019-08-07 13:25:00,2
2019-08-07 13:27:00,1
2019-08-07 13:28:00,1
2019-08-07 13:39:00,1
2019-08-07 13:45:00,1
2019-08-07 13:48:00,1
2019-08-07 13:50:00,2
2019-08-07 13:53:00,1
2019-08-07 13:54:00,1
2019-08-07 13:57:00,1
2019-08-07 14:00:00,1
2019-08-07 14:02:00,1
2019-08-07 14:04:00,2
2019-08-07 14:06:00,2
2019-08-07 14:31:00,1
2019-08-07 14:44:00,1
2019-08-07 14:52:00,1
2019-08-07 14:53:00,1
2019-08-07 14:54:00,1
2019-08-07 14:57:00,1
2019-08-07 15:01:00,1
2019-08-07 15:02:00,8
2019-08-07 15:04:00,1
2019-08-07 15:05:00,2
2019-08-07 15:34:00,2
2019-08-07 15:37:00,1
2019-08-07 15:39:00,1
2019-08-07 15:41:00,2
2019-08-07 16:46:00,2
2019-08-07 16:47:00,2
2019-08-07 16:51:00,2
2019-08-07 16:54:00,1
2019-08-07 17:11:00,2
2019-08-07 17:23:00,5
2019-08-07 17:26:00,1
2019-08-07 17:28:00,2
2019-08-07 17:32:00,1
2019-08-07 17:35:00,2
2019-08-07 17:40:00,1
2019-08-07 17:41:00,1
2019-08-07 17:43:00,1
2019-08-07 17:44:00,1
2019-08-07 17:58:00,2
2019-08-07 18:47:00,1
2019-08-07 18:48:00,5
2019-08-07 19:08:00,1
2019-08-07 19:09:00,4
2019-08-07 19:10:00,1
2019-08-07 19:28:00,3
2019-08-07 19:31:00,1
2019-08-07 20:38:00,1
2019-08-07 21:12:00,1
2019-08-07 21:32:00,1
2019-08-07 21:56:00,1
2019-08-07 22:06:00,1
2019-08-07 22:36:00,1
2019-08-08 01:46:00,1
2019-08-08 01:53:00,1
2019-08-08 02:25:00,1
2019-08-08 02:48:00,1
2019-08-08 03:52:00,1
2019-08-08 03:56:00,1
2019-08-08 04:38:00,1
2019-08-08 04:39:00,1
2019-08-08 06:41:00,1
2019-08-08 07:28:00,1
2019-08-08 07:31:00,1
2019-08-08 07:54:00,1
2019-08-08 07:55:00,1
2019-08-08 10:02:00,1
2019-08-08 11:10:00,1
2019-08-08 11:34:00,1
2019-08-08 12:36:00,4
2019-08-08 13:12:00,1
2019-08-08 13:16:00,1
2019-08-08 13:23:00,1
2019-08-08 13:25:00,1
2019-08-08 13:38:00,1
2019-08-08 14:01:00,1
2019-08-08 14:23:00,1
2019-08-08 14:37:00,1
2019-08-08 14:53:00,1
2019-08-08 15:31:00,1
2019-08-08 15:35:00,1
2019-08-08 16:28:00,1
2019-08-08 16:31:00,1
2019-08-08 18:09:00,1
2019-08-08 18:10:00,1
2019-08-08 19:09:00,1
2019-08-08 19:36:00,1
2019-08-08 19:37:00,1
2019-08-08 19:38:00,1
2019-08-08 19:43:00,1
2019-08-08 22:02:00,1
2019-08-08 23:57:00,1
2019-08-09 03:03:00,1
2019-08-09 03:06:00,2
2019-08-09 03:07:00,1
2019-08-09 03:10:00,1
2019-08-09 03:14:00,1
2019-08-09 03:45:00,1
2019-08-09 07:26:00,4
2019-08-09 07:27:00,4
2019-08-09 09:45:00,1
2019-08-09 09:56:00,1
2019-08-09 10:26:00,1
2019-08-09 10:32:00,1
2019-08-09 10:45:00,1
2019-08-09 12:15:00,1
2019-08-09 12:17:00,1
2019-08-09 12:35:00,1
2019-08-09 12:36:00,1
2019-08-09 12:38:00,1
2019-08-09 12:40:00,2
2019-08-09 12:45:00,1
2019-08-09 12:53:00,2
2019-08-09 13:06:00,1
2019-08-09 13:15:00,3
2019-08-09 13:16:00,3
2019-08-09 13:17:00,1
2019-08-09 13:47:00,1
2019-08-09 14:24:00,1
2019-08-09 14:34:00,1
2019-08-09 15:01:00,1
2019-08-09 15:18:00,1
2019-08-09 15:21:00,1
2019-08-09 15:23:00,1
2019-08-09 15:24:00,3
2019-08-09 15:26:00,1
2019-08-09 15:27:00,1
2019-08-09 15:28:00,1
2019-08-09 15:33:00,1
2019-08-09 15:44:00,1
2019-08-09 15:48:00,1
2019-08-09 16:09:00,1
2019-08-09 17:49:00,2
2019-08-09 18:04:00,2
2019-08-09 18:07:00,1
2019-08-09 18:08:00,1
2019-08-09 18:11:00,2
2019-08-09 18:15:00,1
2019-08-09 18:16:00,1
2019-08-09 18:18:00,1
2019-08-09 18:21:00,1
2019-08-09 21:35:00,1
2019-08-09 22:42:00,1
2019-08-10 04:50:00,1
2019-08-10 08:59:00,2
2019-08-10 18:54:00,1
2019-08-10 20:01:00,1
2019-08-10 20:52:00,2
2019-08-11 00:02:00,5
2019-08-11 00:14:00,2
2019-08-11 00:33:00,1
2019-08-11 00:47:00,2
2019-08-11 05:38:00,1
2019-08-11 08:59:00,1
2019-08-11 09:08:00,1
2019-08-11 09:32:00,1
2019-08-11 09:38:00,1
2019-08-11 14:41:00,1
2019-08-11 16:45:00,1
2019-08-11 16:49:00,1
2019-08-11 16:50:00,1
2019-08-11 16:51:00,1
2019-08-11 16:52:00,1
2019-08-11 16:53:00,1
2019-08-11 17:13:00,2
2019-08-11 17:31:00,1
2019-08-11 17:33:00,1
2019-08-11 17:44:00,2
2019-08-11 17:47:00,1
2019-08-11 18:29:00,1
2019-08-11 18:31:00,1
2019-08-11 18:33:00,2
2019-08-11 18:34:00,1
2019-08-11 18:35:00,2
2019-08-11 18:36:00,3
2019-08-11 18:37:00,1
2019-08-11 18:39:00,1
2019-08-11 18:40:00,3
2019-08-11 18:41:00,1
2019-08-11 18:44:00,1
2019-08-11 18:45:00,2
2019-08-11 18:46:00,1
2019-08-11 18:48:00,1
2019-08-11 18:49:00,1
2019-08-11 19:50:00,1
2019-08-11 19:51:00,1
2019-08-12 01:03:00,2
2019-08-12 01:04:00,2
2019-08-12 01:12:00,1
2019-08-12 01:20:00,1
2019-08-12 01:24:00,1
2019-08-12 01:25:00,1
2019-08-12 01:27:00,1
2019-08-12 01:30:00,1
2019-08-12 01:31:00,1
2019-08-12 01:56:00,1
2019-08-12 02:09:00,1
2019-08-12 03:38:00,6
2019-08-12 04:05:00,1
2019-08-12 04:14:00,3
2019-08-12 04:24:00,2
2019-08-12 05:53:00,2
2019-08-12 06:10:00,4
2019-08-12 06:33:00,1
2019-08-12 06:34:00,1
2019-08-12 06:35:00,1
2019-08-12 06:40:00,1
2019-08-12 06:41:00,1
2019-08-12 06:57:00,1
2019-08-12 09:19:00,2
2019-08-12 09:21:00,1
2019-08-12 13:27:00,1
2019-08-12 14:28:00,1
2019-08-12 15:23:00,1
2019-08-12 16:24:00,2
2019-08-12 16:52:00,2
2019-08-12 18:58:00,1
2019-08-12 19:40:00,2
2019-08-12 19:50:00,1
2019-08-12 20:20:00,1
2019-08-12 20:23:00,1
2019-08-12 20:27:00,1
2019-08-12 20:28:00,1
2019-08-12 20:30:00,1
2019-08-12 20:32:00,1
2019-08-12 20:34:00,3
2019-08-12 20:35:00,2
2019-08-12 20:41:00,2
2019-08-12 21:26:00,1
2019-08-12 21:27:00,1
2019-08-12 22:41:00,1
2019-08-12 23:10:00,2
2019-08-12 23:30:00,2
2019-08-12 23:31:00,1
2019-08-12 23:34:00,1
2019-08-12 23:37:00,1
2019-08-12 23:38:00,2
2019-08-12 23:40:00,1
2019-08-12 23:42:00,2
2019-08-12 23:48:00,2
2019-08-12 23:49:00,2
2019-08-12 23:52:00,2
2019-08-12 23:53:00,1
2019-08-12 23:54:00,2
2019-08-13 00:26:00,2
2019-08-13 00:40:00,2
2019-08-13 03:17:00,2
2019-08-13 03:28:00,1
2019-08-13 04:17:00,1
2019-08-13 04:24:00,2
2019-08-13 04:27:00,1
2019-08-13 04:33:00,1
2019-08-13 04:34:00,1
2019-08-13 04:38:00,2
2019-08-13 04:39:00,1
2019-08-13 04:40:00,1
2019-08-13 04:53:00,1
2019-08-13 04:55:00,1
2019-08-13 05:23:00,1
2019-08-13 05:24:00,1
2019-08-13 05:25:00,1
2019-08-13 06:47:00,1
2019-08-13 06:50:00,2
2019-08-13 06:51:00,1
2019-08-13 07:02:00,2
2019-08-13 07:14:00,2
2019-08-13 07:19:00,2
2019-08-13 07:20:00,1
2019-08-13 07:21:00,2
2019-08-13 07:23:00,1
2019-08-13 07:36:00,1
