1862,"SELECT up_id, dbo.fGetNearestObjIdEq (up_ra, up_dec, #) as objId FROM #upload WHERE dbo.fGetNearestObjIdEq (up_ra, up_dec, #) IS NOT # EXEC spExecuteSQL #'< a target = INFO href = http://skyserver.sdss.org/DR1#/en/tools/explore/obj.aspx? id = # + cast (x.objId as varchar (#) ) + #> #+ cast (x.objId as varchar (#) ) + #< /a> # as objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, dbo.fPhotoTypeN (p.type) as type, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z FROM #upload u JOIN #x x ON x.up_id = u.up_id JOIN PhotoTag p ON p.objID = x.objID ORDER BY x.up_id ##', @log = #, @filter = #"
2019-01-02 08:39:00,1
2019-01-06 08:57:00,1
2019-01-06 09:25:00,1
2019-01-06 09:26:00,2
2019-01-06 09:27:00,2
2019-01-06 09:35:00,1
2019-01-06 14:59:00,1
2019-01-06 19:08:00,2
2019-01-06 19:09:00,2
2019-01-06 19:10:00,1
2019-01-07 08:30:00,1
2019-01-07 08:31:00,1
2019-01-07 20:20:00,1
2019-01-08 02:53:00,1
2019-01-08 05:37:00,1
2019-01-09 06:44:00,1
2019-01-09 07:12:00,1
2019-01-09 07:53:00,1
2019-01-09 08:43:00,1
2019-01-09 08:48:00,1
2019-01-09 08:50:00,1
2019-01-09 09:02:00,1
2019-01-09 12:08:00,1
2019-01-10 02:41:00,1
2019-01-10 20:09:00,1
2019-01-10 20:19:00,1
2019-01-11 11:58:00,1
2019-01-14 02:57:00,1
2019-01-14 08:46:00,1
2019-01-15 08:09:00,1
2019-01-15 08:10:00,2
2019-01-15 08:12:00,2
2019-01-16 08:16:00,2
2019-01-16 13:55:00,1
2019-01-16 14:59:00,1
2019-01-16 15:03:00,1
2019-01-16 15:28:00,1
2019-01-16 15:40:00,1
2019-01-16 16:00:00,1
2019-01-16 16:10:00,1
2019-01-16 16:19:00,1
2019-01-16 16:51:00,1
2019-01-16 16:55:00,1
2019-01-16 17:03:00,1
2019-01-17 08:36:00,1
2019-01-17 08:51:00,1
2019-01-17 09:10:00,1
2019-01-17 09:19:00,1
2019-01-17 09:30:00,1
2019-01-17 09:42:00,1
2019-01-17 10:15:00,1
2019-01-17 10:46:00,1
2019-01-17 11:36:00,1
2019-01-17 11:50:00,1
2019-01-17 12:06:00,1
2019-01-17 12:13:00,1
2019-01-17 15:26:00,1
2019-01-17 15:41:00,1
