6,select top # * from [dados_qsos_sdss]
2019-11-22 12:07:00,1
2019-11-22 12:53:00,1
2019-11-25 12:30:00,1
2019-11-25 14:45:00,1
2019-11-25 14:48:00,1
2019-12-15 14:45:00,1
