2,"SELECT TOP # G.ObjID as ID, G.ra as ra, G.dec as dec, spec.z as z, spec.zErr as zErr, G.u as u_mag, G.g as g_mag, G.r as r_mag, G.i as i_mag, G.z as z_mag, G.petroMag_u, G.petroMag_g, G.petroMag_r, G.petroMag_i, G.petroMag_z FROM Galaxy as G join SpecObjAll as spec on spec.specObjID = G.specObjID Into MyDB.high_z_db_full WHERE (spec.z between # and #) and spec.zErr < # and (G.flags & (dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) )) > # and (G.flags & (dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) )) ! = dbo.fPhotoFlags (#) and (G.flags & (dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) )) = #"
2019-05-26 00:53:00,1
2019-05-26 00:55:00,1
