7,"select top # p.u-p.r, p.g-p.r , p.r-p.i , p.r-p.z, p.l, p.b from star p where b BETWEEN # and #"
2019-10-05 02:11:00,1
2019-10-05 02:16:00,1
2019-10-05 02:26:00,1
2019-10-05 02:35:00,1
2019-10-05 02:37:00,1
2019-10-05 03:15:00,1
2019-10-05 03:19:00,1
