3,"select v.ra, v.dec, ivz_id, s.objid, psfmag_u, psfmag_g, psfmag_r, psfmag_i, -- psfmag_z, psfmagerr_u, psfmagerr_g, psfmagerr_r, psfmagerr_i, -- psfmagerr_z, extinction_u, extinction_g, extinction_r, extinction_i, -- extinction_z, run as sdss_run -- into mydb.vstarP -- select count (*) select top # s.psfmag_u, s.psfmag_g, psfmag_r, s.extinction_r, s.psfmag_i, s.r, s.objID, s.run, s.rerun, s.ra, s.dec, v.ra as rav, v.dec as decv, v.ivz_id, dbo.fphotoflagsN (flags) as flags2 from mydb.vTempdr7 as v join photoprimary as s on v.objid = s.objid where ( (flags & #) ! = #) and (probPSF = #) and (v.ivz_id = #) --and (type = #) and (run ! =# and run! =#) AND ( (flags & #) = #) AND ( ((flags & #) = #) or (psfmagerr_r < = # and psfmagerr_i< = # and psfmagerr_g< =#) ) AND ( ((flags & #) = #) or (flags & #) = #)"
2019-09-12 15:49:00,1
2019-09-12 15:51:00,1
2019-09-12 15:55:00,1
