306,"SELECT TOP # s.apogee_id, s.ra, s.dec, s.glon, s.glat, s.vhelio_avg, s.vscatter, a.teff, a.teff_err, a.logg, a.logg_err, a.param_m_h, a.param_m_h_err, a.param_alpha_m, a.param_alpha_m_err, dbo.fApogeeAspcapFlagN (a.aspxcapflag) , dbo.fApogeeStarFlagN (s.starflag) FROM apogeeStar s JOIN aspcapStar a on a.apstar_id = s.apstar_id WHERE (a.aspxcapflag & dbo.fApogeeAspcapFlag (#) ) = # and s.commiss = # and (s.apogee_target2 & (dbo.fApogeeTarget2 (#) ) ! = #)"
2019-01-03 11:18:00,1
2019-01-03 17:53:00,1
2019-01-05 11:49:00,1
2019-01-05 15:29:00,1
2019-01-08 02:10:00,1
2019-01-08 04:31:00,1
2019-01-08 17:33:00,1
2019-01-10 02:41:00,1
2019-01-14 11:46:00,1
2019-01-17 22:57:00,1
2019-01-19 20:48:00,1
2019-01-22 15:30:00,1
2019-01-22 20:47:00,1
2019-01-24 19:14:00,1
2019-01-26 22:36:00,1
2019-01-27 04:03:00,1
2019-01-27 16:32:00,1
2019-01-28 16:11:00,1
2019-01-30 18:43:00,2
2019-01-31 01:21:00,1
2019-01-31 21:10:00,1
2019-02-01 12:31:00,1
2019-02-01 23:39:00,1
2019-02-02 13:09:00,1
2019-02-07 21:08:00,1
2019-02-08 19:06:00,1
2019-02-12 17:31:00,1
2019-02-13 14:41:00,1
2019-02-14 14:47:00,1
2019-02-16 21:33:00,1
2019-02-19 23:19:00,1
2019-02-20 03:04:00,1
2019-02-21 01:48:00,1
2019-02-21 15:10:00,1
2019-02-21 18:11:00,1
2019-02-26 00:29:00,1
2019-02-28 07:06:00,1
2019-03-01 00:21:00,1
2019-03-01 10:24:00,1
2019-03-03 05:05:00,1
2019-03-03 21:22:00,1
2019-03-06 14:00:00,1
2019-03-06 16:35:00,1
2019-03-07 10:14:00,1
2019-03-09 00:58:00,1
2019-03-11 17:11:00,1
2019-03-13 07:30:00,1
2019-03-13 07:53:00,1
2019-03-14 00:15:00,1
2019-03-14 14:35:00,1
2019-03-15 01:35:00,1
2019-03-18 14:06:00,1
2019-03-19 09:56:00,1
2019-03-19 16:52:00,2
2019-03-20 15:25:00,1
2019-03-20 17:44:00,1
2019-03-21 01:15:00,1
2019-03-24 06:39:00,1
2019-03-25 12:36:00,1
2019-03-26 11:37:00,1
2019-03-27 06:34:00,1
2019-03-27 19:48:00,1
2019-03-28 18:02:00,1
2019-03-28 18:43:00,1
2019-03-31 18:00:00,1
2019-04-02 12:22:00,1
2019-04-07 09:04:00,1
2019-04-07 15:04:00,1
2019-04-07 17:57:00,1
2019-04-08 00:36:00,1
2019-04-09 05:31:00,1
2019-04-11 00:41:00,2
2019-04-14 11:17:00,1
2019-04-15 19:22:00,1
2019-04-16 03:03:00,1
2019-04-18 16:33:00,1
2019-04-18 23:46:00,1
2019-04-19 22:23:00,1
2019-04-22 12:02:00,1
2019-04-24 02:19:00,1
2019-04-27 09:03:00,1
2019-04-28 05:52:00,1
2019-04-28 10:21:00,1
2019-04-28 11:24:00,1
2019-04-29 06:48:00,1
2019-04-30 11:46:00,1
2019-05-02 22:47:00,1
2019-05-04 01:01:00,1
2019-05-06 19:23:00,1
2019-05-10 00:18:00,1
2019-05-10 02:46:00,1
2019-05-10 12:27:00,1
2019-05-11 16:17:00,1
2019-05-13 00:25:00,1
2019-05-13 09:05:00,1
2019-05-13 10:10:00,1
2019-05-14 01:00:00,1
2019-05-19 12:38:00,1
2019-05-21 05:34:00,1
2019-05-21 12:28:00,1
2019-05-21 19:21:00,1
2019-05-22 08:57:00,1
2019-05-23 04:23:00,1
2019-05-23 09:08:00,1
2019-05-23 23:44:00,1
2019-05-24 22:21:00,1
2019-05-24 23:43:00,1
2019-05-25 00:03:00,1
2019-05-27 12:43:00,1
2019-05-29 03:06:00,1
2019-05-29 21:26:00,1
2019-05-30 23:30:00,1
2019-05-31 03:33:00,1
2019-06-01 22:21:00,1
2019-06-04 14:48:00,1
2019-06-08 22:03:00,1
2019-06-11 17:29:00,1
2019-06-13 22:46:00,1
2019-06-14 08:27:00,1
2019-06-15 00:08:00,1
2019-06-15 12:41:00,1
2019-06-15 16:50:00,1
2019-06-17 10:47:00,1
2019-06-19 00:53:00,1
2019-06-19 12:45:00,1
2019-06-19 14:14:00,1
2019-06-21 07:02:00,1
2019-06-23 06:11:00,1
2019-06-23 22:02:00,1
2019-06-27 02:01:00,1
2019-06-27 10:43:00,1
2019-06-29 16:49:00,1
2019-07-01 06:21:00,1
