10,"select top # cx, cy, cz, z, sourceType from specObj where sourceType = #"
2019-11-23 13:15:00,2
2019-11-23 13:16:00,2
2019-11-23 13:18:00,2
2019-11-28 11:18:00,3
2019-11-28 11:19:00,1
