11,"select top # elodieFeH, elodieTEff, elodieObject, elodieSpType, elodieLogG, elodieBV from specObj where class = STAR AND"
2019-06-26 08:48:00,4
2019-06-27 01:07:00,2
2019-06-27 01:08:00,4
2019-06-27 01:12:00,1
