17,select top # * from [Photoz]
2019-01-09 12:31:00,1
2019-01-09 12:56:00,1
2019-01-25 03:48:00,2
2019-02-22 11:40:00,1
2019-02-22 11:41:00,1
2019-02-27 11:55:00,1
2019-04-02 05:36:00,1
2019-05-03 09:40:00,2
2019-07-11 15:10:00,1
2019-08-19 17:03:00,1
2019-08-23 14:00:00,1
2019-08-23 14:12:00,1
2019-09-22 09:26:00,3
