3,"SELECT TOP # bestobjid, z FROM specObj WHERE class = # AND zWarning = # AND # < = z AND z < =# ORDER BY NEWID ()"
2019-03-29 21:29:00,1
2019-03-29 21:31:00,1
2019-03-29 21:32:00,1
