4,"select p.objid, p.ra, p.dec, p.g, p.r from photoObj p, specObj s where p.specobjid = s.specobjid and p.g-p.r < # and p.g < # and p.r < # and s.specClass = #"
2019-03-19 00:10:00,1
2019-03-19 00:19:00,1
2019-03-19 00:20:00,1
2019-03-25 02:16:00,1
