4,"SELECT TOP # s.specObjID, s.ra, s.dec, p.ssfr, s.objID FROM SpecPhotoAll AS s JOIN stellarMassFSPSGranEarlyDust AS p ON s.specObjID = p.specObjID WHERE s.ra > # and s.ra < # AND s.dec > # and s.dec < #"
2019-04-29 01:22:00,1
2019-04-29 01:24:00,2
2019-04-29 01:26:00,1
