8,"select TOP # photoobj.ra, photoobj.dec, photoobj.u, photoobj.g, photoobj.r, photoobj.i, photoobj.z, specObj.z from photoobj, specObj where specObj.z < # and specObj.z > # and specObj.class = # and specObj.zWarning = #"
2019-07-25 06:46:00,1
2019-07-25 06:47:00,1
2019-07-25 07:01:00,1
2019-07-26 07:37:00,2
2019-07-29 05:36:00,1
2019-07-29 05:37:00,1
2019-07-29 05:45:00,1
