106,"SELECT TOP # # + cast (p.objId as varchar (#) ) +# + cast (p.objId as varchar (#) ) + # as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p WHERE n.objID = p.objID AND p.r between # AND #"
2019-01-01 08:52:00,1
2019-01-01 08:53:00,1
2019-01-01 09:15:00,1
2019-01-01 09:35:00,1
2019-01-15 09:21:00,1
2019-01-16 07:44:00,1
2019-01-16 07:45:00,2
2019-01-16 07:46:00,1
2019-01-28 14:37:00,1
2019-01-30 19:16:00,1
2019-01-30 19:49:00,1
2019-01-30 19:50:00,1
2019-01-30 20:32:00,1
2019-01-30 20:37:00,1
2019-01-30 20:49:00,1
2019-02-07 05:35:00,1
2019-02-18 08:12:00,1
2019-02-18 08:13:00,1
2019-03-02 10:57:00,1
2019-03-02 10:58:00,1
2019-03-02 10:59:00,2
2019-03-02 11:01:00,1
2019-03-02 11:02:00,1
2019-03-02 11:07:00,1
2019-03-02 12:16:00,1
2019-03-02 12:23:00,3
2019-03-07 01:03:00,1
2019-03-07 01:04:00,1
2019-03-07 02:44:00,1
2019-03-10 06:53:00,1
2019-04-02 09:37:00,2
2019-04-05 23:28:00,1
2019-04-05 23:29:00,1
2019-05-07 06:10:00,1
2019-05-23 05:33:00,1
2019-05-23 18:09:00,1
2019-05-23 18:10:00,2
2019-05-23 18:11:00,1
2019-06-01 07:40:00,1
2019-07-16 14:03:00,2
2019-07-16 14:07:00,2
2019-07-16 14:08:00,1
2019-07-17 09:47:00,2
2019-07-17 09:48:00,1
2019-07-17 09:49:00,2
2019-07-17 13:16:00,1
2019-07-17 13:17:00,2
2019-07-18 07:37:00,1
2019-07-18 07:39:00,1
2019-07-18 07:40:00,2
2019-07-18 07:43:00,1
2019-07-18 07:44:00,2
2019-07-18 07:55:00,1
2019-07-18 08:03:00,1
2019-07-18 08:04:00,1
2019-07-18 08:18:00,1
2019-07-18 10:15:00,1
2019-07-19 10:48:00,2
2019-07-19 10:49:00,2
2019-07-19 10:50:00,1
2019-07-19 10:55:00,1
2019-07-19 10:58:00,1
2019-07-19 10:59:00,1
2019-07-21 17:33:00,1
2019-07-28 16:00:00,1
2019-07-28 16:01:00,1
2019-08-17 08:49:00,1
2019-08-22 14:50:00,1
2019-08-24 20:21:00,1
2019-08-24 20:22:00,2
2019-09-04 09:48:00,1
2019-09-04 09:49:00,1
2019-09-27 13:16:00,1
2019-10-07 13:12:00,1
2019-10-07 13:22:00,1
2019-10-16 06:25:00,1
2019-11-02 09:37:00,2
2019-11-02 09:38:00,1
2019-11-04 07:19:00,1
2019-11-15 09:17:00,1
2019-11-18 11:18:00,1
2019-11-20 11:12:00,3
2019-11-20 11:13:00,2
2019-11-20 11:14:00,1
2019-11-20 11:16:00,1
2019-11-27 16:58:00,1
