17,"SELECT TOP # p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z FROM ..PhotoObj AS p JOIN dbo.fGetNearbyObjEq (#, #, #) AS b ON b.objID = P.objID WHERE (p.type = # OR p.type = #)"
2019-01-31 20:01:00,1
2019-02-08 02:26:00,1
2019-04-08 08:20:00,1
2019-07-01 22:08:00,1
2019-07-01 22:26:00,1
2019-07-01 22:28:00,3
2019-07-01 22:44:00,3
2019-07-01 22:45:00,1
2019-07-01 22:46:00,2
2019-07-01 22:47:00,2
2019-09-23 22:25:00,1
