2,"SELECT s.apogee_id, s.ra, s.dec, s.glon, s.glat, s.vhelio_avg, s.vscatter, params.*, paramerrs.*, elems.*, elemerrs.*, dbo.fApogeeAspcapFlagN (a.aspcapflag) , dbo.fApogeeStarFlagN (s.starflag) into mydb.MyTable from apogeeStar s JOIN aspcapStar a on a.apstar_id = s.apstar_id CROSS APPLY dbo.fAspcapParams (a.aspcap_id) params CROSS APPLY dbo.fAspcapParamErrs (a.aspcap_id) paramerrs CROSS APPLY dbo.fAspcapElems (a.aspcap_id) elems CROSS APPLY dbo.fAspcapElemErrs (a.aspcap_id) elemerrs WHERE (a.aspcapflag & dbo.fApogeeAspcapFlag (#) ) = # and s.extratarg = # AND a.fe_h < #"
2019-11-29 17:15:00,1
2019-11-29 17:16:00,1
