13,select G.objid
2019-06-24 15:28:00,2
2019-06-24 15:49:00,2
2019-06-24 15:50:00,2
2019-06-24 15:51:00,2
2019-06-24 15:57:00,1
2019-06-24 16:09:00,2
2019-06-25 12:58:00,2
