3,"select objra, objdec, nsa_z, mangaid, plate, plateifu, ifudesign, nsa_sersic_ba, nsa_sersic_th5#, nsa_sersic_n, sfr_tot FROM mangaDAPall WHERE ( (mngtarg1 ! = # or mngtarg3 ! = #) and (drp3qual < #) and (objdec > =#) and nsa_sersic_n < =# and sfr_tot > = # and (nsa_sersic_ba > = #) )"
2019-03-08 10:53:00,1
2019-03-08 10:54:00,1
2019-03-08 10:56:00,1
