9,"SELECT TOP # p.objid, p.ra, p.dec, p.petror9#_r, p.dered_g, p.dered_r , p.g, p.r, p.err_g, s.z as z_spec, s.zErr, zns.nvote, zns.p_el as elliptical, zns.p_cw as spiralclock, zns.p_acw as spiralanticlock, zns.p_edge as edgeon, zns.p_dk as dontknow, zns.p_mg as merger FROM Galaxy as p JOIN ZooNoSpec AS zns ON p.objid = zns.objid JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.clean = # and zns.nvote > = # and zns.p_dk > # and g/err_g > # and s.z between # and #"
2019-02-27 16:41:00,1
2019-02-27 16:49:00,1
2019-02-27 16:52:00,1
2019-02-27 16:53:00,2
2019-02-27 16:54:00,1
2019-02-27 16:58:00,1
2019-02-28 10:50:00,1
2019-02-28 11:04:00,1
