19,"SELECT u.up_name as name, # + cast (x.objId as varchar (#) ) + #+ cast (x.objId as varchar (#) ) + # as objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, dbo.fPhotoTypeN (p.type) as type, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z FROM #x x, #upload u, PhotoTag p WHERE u.up_id = x.up_id and x.objID = p.objID ORDER BY x.up_id"
2019-01-03 04:25:00,1
2019-01-03 04:27:00,1
2019-01-03 04:28:00,1
2019-01-31 20:53:00,1
2019-02-18 09:14:00,1
2019-03-06 06:21:00,1
2019-03-06 06:22:00,1
2019-03-09 10:13:00,1
2019-04-10 15:37:00,1
2019-04-10 15:40:00,1
2019-04-10 15:43:00,1
2019-06-27 08:23:00,1
2019-06-27 08:24:00,1
2019-06-27 08:25:00,1
2019-06-27 08:30:00,1
2019-06-27 08:31:00,1
2019-11-25 22:48:00,1
2019-11-25 23:36:00,1
2019-12-04 11:45:00,1
