4160,"SELECT aa_r, kk_r, airmass_r, gain_r FROM Field where run = # AND rerun = # AND camcol = # AND field = #"
2019-01-31 13:41:00,1
2019-01-31 13:42:00,1
2019-01-31 13:43:00,2
2019-01-31 13:44:00,1
2019-01-31 13:45:00,1
2019-01-31 13:46:00,1
2019-01-31 13:47:00,1
2019-01-31 13:48:00,1
2019-01-31 13:49:00,1
2019-01-31 13:50:00,1
2019-01-31 13:51:00,2
2019-01-31 13:52:00,1
2019-01-31 13:53:00,1
2019-01-31 13:54:00,1
2019-01-31 13:55:00,1
2019-01-31 13:56:00,1
2019-01-31 13:57:00,1
2019-01-31 13:58:00,1
2019-01-31 13:59:00,2
2019-01-31 14:00:00,1
2019-01-31 14:01:00,1
2019-01-31 14:02:00,1
2019-01-31 14:03:00,1
2019-01-31 14:04:00,1
2019-01-31 14:05:00,1
2019-01-31 14:06:00,1
2019-01-31 14:07:00,1
2019-01-31 14:08:00,2
2019-01-31 14:09:00,1
2019-01-31 14:10:00,1
2019-01-31 14:11:00,1
2019-01-31 14:12:00,1
2019-01-31 14:13:00,1
2019-01-31 14:14:00,1
2019-01-31 14:15:00,1
2019-01-31 14:16:00,1
2019-01-31 14:17:00,1
2019-01-31 14:18:00,1
2019-01-31 14:19:00,1
2019-01-31 14:20:00,1
2019-01-31 14:21:00,1
2019-01-31 14:22:00,1
2019-01-31 14:23:00,1
2019-01-31 14:24:00,1
2019-01-31 14:25:00,1
2019-01-31 14:26:00,1
2019-01-31 14:27:00,1
2019-01-31 14:28:00,1
2019-01-31 14:29:00,1
2019-01-31 14:30:00,1
2019-01-31 14:32:00,1
2019-01-31 14:33:00,1
2019-01-31 14:34:00,1
2019-01-31 14:35:00,1
2019-01-31 14:36:00,1
2019-01-31 14:37:00,2
2019-01-31 14:38:00,1
2019-01-31 14:39:00,1
2019-01-31 14:40:00,1
2019-01-31 14:41:00,1
2019-01-31 14:42:00,1
2019-01-31 14:43:00,1
2019-01-31 14:44:00,1
2019-01-31 14:45:00,1
2019-01-31 14:46:00,1
2019-01-31 14:47:00,2
2019-01-31 14:48:00,1
2019-01-31 14:49:00,1
2019-01-31 14:50:00,1
2019-01-31 14:51:00,1
2019-01-31 14:52:00,1
2019-01-31 14:53:00,1
2019-01-31 14:54:00,1
2019-01-31 14:55:00,1
2019-01-31 14:56:00,1
2019-01-31 14:57:00,1
2019-01-31 14:58:00,1
2019-01-31 14:59:00,1
2019-01-31 15:00:00,1
2019-01-31 15:01:00,1
2019-01-31 15:02:00,1
2019-01-31 15:07:00,1
2019-01-31 15:08:00,2
2019-01-31 15:09:00,1
2019-01-31 15:10:00,1
2019-01-31 15:11:00,1
2019-01-31 15:12:00,1
2019-01-31 15:13:00,1
2019-01-31 15:14:00,1
2019-01-31 15:15:00,1
2019-01-31 15:16:00,1
2019-01-31 15:17:00,1
2019-01-31 15:18:00,2
2019-01-31 15:19:00,1
2019-01-31 15:20:00,1
2019-01-31 15:21:00,1
2019-01-31 15:22:00,2
2019-01-31 15:23:00,1
2019-01-31 15:24:00,1
2019-01-31 15:25:00,1
2019-01-31 15:26:00,1
2019-01-31 15:27:00,1
2019-01-31 15:28:00,2
2019-01-31 15:29:00,1
2019-01-31 15:30:00,1
2019-01-31 15:31:00,1
2019-01-31 15:32:00,2
2019-01-31 15:33:00,1
2019-01-31 15:34:00,1
2019-01-31 15:35:00,1
2019-01-31 15:36:00,1
2019-01-31 15:37:00,1
2019-01-31 15:38:00,1
2019-01-31 15:39:00,1
2019-01-31 15:40:00,1
2019-01-31 15:41:00,1
2019-01-31 15:42:00,1
2019-01-31 15:43:00,1
2019-01-31 15:44:00,1
2019-01-31 15:45:00,2
2019-01-31 15:46:00,1
2019-01-31 15:47:00,1
2019-01-31 15:48:00,1
2019-01-31 15:49:00,2
2019-01-31 15:50:00,1
2019-01-31 15:51:00,1
2019-01-31 15:52:00,1
2019-01-31 15:53:00,1
2019-01-31 15:54:00,1
2019-01-31 15:55:00,1
2019-01-31 15:56:00,1
2019-01-31 15:57:00,2
2019-01-31 15:59:00,1
2019-01-31 16:00:00,1
2019-01-31 16:01:00,1
2019-01-31 16:02:00,1
2019-01-31 16:03:00,1
2019-01-31 16:04:00,1
2019-01-31 16:05:00,2
2019-01-31 16:06:00,1
2019-01-31 16:07:00,1
2019-01-31 16:08:00,1
2019-01-31 16:09:00,1
2019-01-31 16:10:00,1
2019-01-31 16:11:00,1
2019-01-31 16:12:00,1
2019-01-31 16:13:00,1
2019-01-31 16:14:00,1
2019-01-31 16:15:00,1
2019-01-31 16:16:00,1
2019-01-31 16:17:00,1
2019-01-31 16:18:00,1
2019-01-31 16:19:00,1
2019-01-31 16:20:00,1
2019-01-31 16:21:00,1
2019-01-31 16:22:00,1
2019-01-31 16:23:00,1
2019-01-31 16:24:00,1
2019-01-31 16:25:00,1
2019-01-31 16:26:00,1
2019-01-31 16:27:00,1
2019-01-31 16:29:00,1
2019-01-31 16:30:00,1
2019-01-31 16:31:00,1
2019-01-31 16:32:00,1
2019-01-31 16:33:00,1
2019-01-31 16:34:00,1
2019-01-31 16:36:00,1
2019-01-31 16:37:00,2
2019-01-31 16:39:00,1
2019-01-31 16:40:00,1
2019-01-31 16:41:00,1
2019-01-31 16:42:00,1
2019-01-31 16:43:00,1
2019-01-31 16:44:00,1
2019-01-31 16:45:00,1
2019-01-31 16:46:00,1
2019-01-31 16:48:00,1
2019-01-31 16:49:00,1
2019-01-31 16:50:00,1
2019-01-31 16:51:00,1
2019-01-31 16:52:00,1
2019-01-31 16:53:00,1
2019-01-31 16:54:00,1
2019-01-31 16:55:00,1
2019-01-31 16:56:00,1
2019-01-31 16:57:00,1
2019-01-31 16:58:00,1
2019-01-31 16:59:00,1
2019-01-31 17:00:00,1
2019-01-31 17:01:00,1
2019-01-31 17:03:00,1
2019-01-31 17:04:00,1
2019-01-31 17:05:00,1
2019-01-31 17:07:00,1
2019-01-31 17:08:00,1
2019-01-31 17:09:00,1
2019-01-31 17:10:00,1
2019-01-31 17:11:00,1
2019-01-31 17:12:00,1
2019-01-31 17:13:00,1
2019-01-31 17:14:00,1
2019-01-31 17:15:00,1
2019-01-31 17:16:00,1
2019-01-31 17:17:00,1
2019-01-31 17:18:00,1
2019-01-31 17:20:00,1
2019-01-31 17:21:00,1
2019-01-31 17:22:00,1
2019-01-31 17:23:00,1
2019-01-31 17:24:00,1
2019-01-31 17:25:00,1
2019-01-31 17:26:00,1
2019-01-31 17:27:00,1
2019-01-31 17:28:00,1
2019-01-31 17:29:00,1
2019-01-31 17:30:00,1
2019-01-31 17:31:00,2
2019-01-31 17:32:00,1
2019-01-31 17:33:00,1
2019-01-31 17:35:00,1
2019-01-31 17:36:00,2
2019-01-31 17:37:00,1
2019-01-31 17:38:00,1
2019-01-31 17:39:00,1
2019-01-31 17:40:00,1
2019-01-31 17:42:00,2
2019-01-31 17:43:00,1
2019-01-31 17:44:00,1
2019-01-31 17:45:00,1
2019-01-31 17:46:00,1
2019-01-31 17:47:00,1
2019-01-31 17:48:00,2
2019-01-31 17:49:00,1
2019-01-31 17:50:00,1
2019-01-31 17:51:00,1
2019-01-31 17:52:00,1
2019-01-31 17:53:00,1
2019-01-31 17:54:00,1
2019-01-31 17:55:00,2
2019-01-31 17:56:00,1
2019-01-31 17:57:00,1
2019-01-31 17:58:00,1
2019-01-31 17:59:00,1
2019-01-31 18:00:00,1
2019-01-31 18:01:00,1
2019-01-31 18:02:00,1
2019-01-31 18:03:00,1
2019-01-31 18:04:00,2
2019-01-31 18:05:00,1
2019-01-31 18:06:00,1
2019-01-31 18:07:00,1
2019-01-31 18:08:00,1
2019-01-31 18:09:00,1
2019-01-31 18:10:00,1
2019-01-31 18:11:00,1
2019-01-31 18:12:00,2
2019-01-31 18:13:00,1
2019-01-31 18:14:00,1
2019-01-31 18:16:00,1
2019-01-31 18:17:00,1
2019-01-31 18:18:00,1
2019-01-31 18:19:00,1
2019-01-31 18:20:00,1
2019-01-31 18:21:00,1
2019-01-31 18:22:00,1
2019-01-31 18:23:00,1
2019-01-31 18:24:00,1
2019-01-31 18:25:00,1
2019-01-31 18:26:00,1
2019-01-31 18:27:00,1
2019-01-31 18:28:00,1
2019-01-31 18:29:00,1
2019-01-31 18:30:00,1
2019-01-31 18:31:00,1
2019-01-31 18:32:00,1
2019-01-31 18:33:00,1
2019-01-31 18:34:00,1
2019-01-31 18:35:00,1
2019-01-31 18:36:00,1
2019-01-31 18:37:00,1
2019-01-31 18:38:00,1
2019-01-31 18:40:00,1
2019-01-31 18:41:00,1
2019-01-31 18:42:00,1
2019-01-31 18:43:00,1
2019-01-31 18:44:00,1
2019-01-31 18:45:00,1
2019-01-31 18:46:00,1
2019-01-31 18:47:00,1
2019-01-31 18:48:00,1
2019-01-31 18:49:00,1
2019-01-31 18:50:00,1
2019-01-31 18:51:00,1
2019-01-31 18:52:00,1
2019-01-31 18:53:00,1
2019-01-31 18:54:00,1
2019-01-31 18:55:00,1
2019-01-31 18:57:00,1
2019-01-31 18:58:00,1
2019-01-31 18:59:00,1
2019-01-31 19:00:00,1
2019-01-31 19:01:00,1
2019-01-31 19:03:00,1
2019-01-31 19:04:00,1
2019-01-31 19:05:00,2
2019-01-31 19:06:00,1
2019-01-31 19:08:00,2
2019-01-31 19:10:00,1
2019-01-31 19:11:00,1
2019-01-31 19:12:00,2
2019-01-31 19:13:00,1
2019-01-31 19:14:00,1
2019-01-31 19:15:00,1
2019-01-31 19:16:00,1
2019-01-31 19:17:00,1
2019-01-31 19:18:00,1
2019-01-31 19:20:00,2
2019-01-31 19:21:00,1
2019-01-31 19:22:00,1
2019-01-31 19:23:00,1
2019-01-31 19:24:00,1
2019-01-31 19:25:00,1
2019-01-31 19:27:00,1
2019-01-31 19:28:00,1
2019-01-31 19:29:00,1
2019-01-31 19:30:00,1
2019-01-31 19:31:00,1
2019-01-31 19:32:00,1
2019-01-31 19:33:00,1
2019-01-31 19:35:00,1
2019-01-31 19:36:00,1
2019-01-31 19:37:00,1
2019-01-31 19:39:00,1
2019-01-31 19:40:00,1
2019-01-31 19:41:00,1
2019-01-31 19:42:00,1
2019-01-31 19:43:00,1
2019-01-31 19:44:00,1
2019-01-31 19:46:00,1
2019-01-31 19:47:00,1
2019-01-31 19:48:00,1
2019-01-31 19:50:00,1
2019-01-31 19:51:00,1
2019-01-31 19:52:00,1
2019-01-31 19:53:00,1
2019-01-31 19:54:00,1
2019-01-31 19:55:00,1
2019-01-31 19:57:00,1
2019-01-31 19:58:00,1
2019-01-31 19:59:00,1
2019-01-31 20:00:00,1
2019-01-31 20:01:00,1
2019-01-31 20:02:00,1
2019-01-31 20:03:00,1
2019-01-31 20:04:00,1
2019-01-31 20:05:00,1
2019-01-31 20:06:00,1
2019-01-31 20:07:00,2
2019-01-31 20:09:00,2
2019-01-31 20:11:00,2
2019-01-31 20:12:00,1
2019-01-31 20:13:00,1
2019-01-31 20:14:00,1
2019-01-31 20:15:00,1
2019-01-31 20:16:00,1
2019-01-31 20:17:00,1
2019-01-31 20:18:00,1
2019-01-31 20:19:00,1
2019-01-31 20:20:00,1
2019-01-31 20:21:00,1
2019-01-31 20:22:00,1
2019-01-31 20:23:00,1
2019-01-31 20:24:00,1
2019-01-31 20:25:00,2
2019-01-31 20:26:00,1
2019-01-31 20:27:00,1
2019-01-31 20:28:00,1
2019-01-31 20:29:00,1
2019-01-31 20:30:00,1
2019-01-31 20:31:00,2
2019-01-31 20:32:00,1
2019-01-31 20:33:00,1
2019-01-31 20:34:00,1
2019-01-31 20:35:00,1
2019-01-31 20:36:00,1
2019-01-31 20:37:00,2
2019-01-31 20:38:00,1
2019-01-31 20:39:00,1
2019-01-31 20:40:00,1
2019-01-31 20:41:00,1
2019-01-31 20:42:00,2
2019-01-31 20:43:00,1
2019-01-31 20:44:00,1
2019-01-31 20:45:00,1
2019-01-31 20:46:00,1
2019-01-31 20:47:00,2
2019-01-31 20:48:00,1
2019-01-31 20:49:00,1
2019-01-31 20:50:00,1
2019-01-31 20:51:00,1
2019-01-31 20:52:00,2
2019-01-31 20:53:00,1
2019-01-31 20:54:00,1
2019-01-31 20:55:00,1
2019-01-31 20:56:00,1
2019-01-31 20:57:00,2
2019-01-31 20:58:00,1
2019-01-31 20:59:00,1
2019-01-31 21:00:00,1
2019-01-31 21:01:00,2
2019-01-31 21:02:00,1
2019-01-31 21:03:00,1
2019-01-31 21:04:00,1
2019-01-31 21:05:00,2
2019-01-31 21:06:00,1
2019-01-31 21:07:00,1
2019-01-31 21:08:00,1
2019-01-31 21:09:00,1
2019-01-31 21:10:00,1
2019-01-31 21:20:00,1
2019-01-31 21:21:00,1
2019-01-31 21:22:00,1
2019-01-31 21:23:00,2
2019-01-31 21:24:00,1
2019-01-31 21:25:00,1
2019-01-31 21:26:00,2
2019-01-31 21:27:00,1
2019-01-31 21:28:00,1
2019-01-31 21:29:00,2
2019-01-31 21:30:00,1
2019-01-31 21:31:00,1
2019-01-31 21:32:00,2
2019-01-31 21:33:00,1
2019-01-31 21:34:00,1
2019-01-31 21:35:00,1
2019-01-31 21:36:00,2
2019-01-31 21:37:00,1
2019-01-31 21:38:00,1
2019-01-31 21:39:00,1
2019-01-31 21:40:00,1
2019-01-31 21:41:00,2
2019-01-31 21:42:00,1
2019-01-31 21:43:00,1
2019-01-31 21:44:00,2
2019-01-31 21:45:00,1
2019-01-31 21:46:00,1
2019-01-31 21:47:00,1
2019-01-31 21:48:00,2
2019-01-31 21:49:00,1
2019-01-31 21:50:00,1
2019-01-31 21:51:00,2
2019-01-31 21:52:00,1
2019-01-31 21:53:00,1
2019-01-31 21:54:00,1
2019-01-31 21:55:00,1
2019-01-31 21:56:00,1
2019-01-31 21:57:00,1
2019-01-31 21:58:00,1
2019-01-31 21:59:00,2
2019-01-31 22:00:00,1
2019-01-31 22:01:00,1
2019-01-31 22:02:00,1
2019-01-31 22:03:00,2
2019-01-31 22:04:00,1
2019-01-31 22:05:00,2
2019-01-31 22:06:00,1
2019-01-31 22:07:00,1
2019-01-31 22:08:00,1
2019-01-31 22:09:00,1
2019-01-31 22:10:00,1
2019-01-31 22:11:00,1
2019-01-31 22:12:00,1
2019-01-31 22:13:00,2
2019-01-31 22:14:00,1
2019-01-31 22:15:00,1
2019-01-31 22:16:00,1
2019-01-31 22:17:00,1
2019-01-31 22:18:00,1
2019-01-31 22:19:00,1
2019-01-31 22:20:00,1
2019-01-31 22:21:00,1
2019-01-31 22:22:00,1
2019-01-31 22:23:00,1
2019-01-31 22:24:00,1
2019-01-31 22:25:00,1
2019-01-31 22:26:00,1
2019-01-31 22:27:00,1
2019-01-31 22:28:00,1
2019-01-31 22:29:00,1
2019-01-31 22:30:00,2
2019-01-31 22:31:00,1
2019-01-31 22:33:00,1
2019-01-31 22:34:00,1
2019-01-31 22:35:00,1
2019-01-31 22:36:00,1
2019-01-31 22:37:00,1
2019-01-31 22:38:00,1
2019-01-31 22:39:00,1
2019-01-31 22:40:00,1
2019-01-31 22:41:00,1
2019-01-31 22:42:00,1
2019-01-31 22:43:00,1
2019-01-31 22:44:00,1
2019-01-31 22:45:00,1
2019-01-31 22:47:00,1
2019-01-31 22:48:00,1
2019-01-31 22:49:00,1
2019-01-31 22:51:00,1
2019-01-31 22:52:00,1
2019-01-31 22:53:00,1
2019-01-31 22:54:00,1
2019-01-31 22:55:00,1
2019-01-31 22:56:00,1
2019-01-31 22:57:00,1
2019-01-31 22:58:00,1
2019-01-31 23:00:00,1
2019-01-31 23:01:00,1
2019-01-31 23:02:00,1
2019-01-31 23:04:00,2
2019-01-31 23:05:00,1
2019-01-31 23:07:00,1
2019-01-31 23:08:00,1
2019-01-31 23:09:00,1
2019-01-31 23:10:00,1
2019-01-31 23:11:00,1
2019-01-31 23:12:00,1
2019-01-31 23:13:00,1
2019-01-31 23:14:00,1
2019-01-31 23:15:00,1
2019-01-31 23:16:00,1
2019-01-31 23:17:00,1
2019-01-31 23:18:00,1
2019-01-31 23:19:00,1
2019-01-31 23:20:00,1
2019-01-31 23:21:00,1
2019-01-31 23:22:00,2
2019-01-31 23:23:00,1
2019-01-31 23:24:00,1
2019-01-31 23:25:00,1
2019-01-31 23:26:00,1
2019-01-31 23:27:00,1
2019-01-31 23:28:00,1
2019-01-31 23:29:00,1
2019-01-31 23:30:00,1
2019-01-31 23:31:00,1
2019-01-31 23:32:00,1
2019-01-31 23:33:00,1
2019-01-31 23:34:00,1
2019-01-31 23:35:00,1
2019-01-31 23:37:00,1
2019-01-31 23:38:00,1
2019-01-31 23:39:00,2
2019-01-31 23:40:00,1
2019-01-31 23:41:00,1
2019-01-31 23:42:00,1
2019-01-31 23:43:00,1
2019-01-31 23:44:00,1
2019-01-31 23:45:00,1
2019-01-31 23:46:00,2
2019-01-31 23:47:00,1
2019-01-31 23:48:00,1
2019-01-31 23:49:00,1
2019-01-31 23:50:00,2
2019-01-31 23:51:00,1
2019-01-31 23:52:00,1
2019-01-31 23:53:00,1
2019-01-31 23:54:00,1
2019-01-31 23:55:00,1
2019-01-31 23:56:00,1
2019-01-31 23:57:00,1
2019-01-31 23:58:00,1
2019-01-31 23:59:00,1
2019-02-01 00:00:00,1
2019-02-01 00:01:00,1
2019-02-01 00:02:00,2
2019-02-01 00:03:00,1
2019-02-01 00:04:00,1
2019-02-01 00:05:00,2
2019-02-01 00:06:00,1
2019-02-01 00:07:00,2
2019-02-01 00:08:00,1
2019-02-01 00:09:00,1
2019-02-01 00:10:00,1
2019-02-01 00:11:00,1
2019-02-01 00:12:00,1
2019-02-01 00:13:00,1
2019-02-01 00:14:00,1
2019-02-01 00:15:00,1
2019-02-01 00:17:00,1
2019-02-01 00:18:00,1
2019-02-01 00:19:00,1
2019-02-01 00:20:00,2
2019-02-01 00:22:00,1
2019-02-01 00:23:00,2
2019-02-01 00:24:00,1
2019-02-01 00:25:00,1
2019-02-01 00:26:00,1
2019-02-01 00:28:00,2
2019-02-01 00:29:00,1
2019-02-01 00:30:00,1
2019-02-01 00:31:00,1
2019-02-01 00:32:00,1
2019-02-01 00:33:00,1
2019-02-01 00:34:00,1
2019-02-01 00:35:00,2
2019-02-01 00:36:00,1
2019-02-01 00:37:00,1
2019-02-01 00:38:00,1
2019-02-01 00:39:00,1
2019-02-01 00:40:00,1
2019-02-01 00:41:00,1
2019-02-01 00:42:00,1
2019-02-01 00:43:00,1
2019-02-01 00:44:00,1
2019-02-01 00:45:00,1
2019-02-01 00:46:00,1
2019-02-01 00:47:00,1
2019-02-01 00:48:00,1
2019-02-01 00:49:00,2
2019-02-01 00:50:00,1
2019-02-01 00:52:00,2
2019-02-01 00:53:00,1
2019-02-01 00:54:00,1
2019-02-01 00:55:00,1
2019-02-01 00:56:00,1
2019-02-01 00:57:00,1
2019-02-01 00:58:00,1
2019-02-01 00:59:00,1
2019-02-01 01:01:00,1
2019-02-01 01:02:00,1
2019-02-01 01:03:00,1
2019-02-01 01:04:00,1
2019-02-01 01:05:00,2
2019-02-01 01:06:00,1
2019-02-01 01:07:00,1
2019-02-01 01:08:00,1
2019-02-01 01:09:00,1
2019-02-01 01:10:00,1
2019-02-01 01:11:00,1
2019-02-01 01:12:00,2
2019-02-01 01:13:00,1
2019-02-01 01:14:00,2
2019-02-01 01:15:00,1
2019-02-01 01:16:00,1
2019-02-01 01:17:00,1
2019-02-01 01:18:00,1
2019-02-01 01:20:00,1
2019-02-01 01:21:00,1
2019-02-01 01:22:00,1
2019-02-01 01:23:00,1
2019-02-01 01:24:00,1
2019-02-01 01:25:00,1
2019-02-01 01:26:00,1
2019-02-01 01:27:00,1
2019-02-01 01:28:00,2
2019-02-01 01:29:00,1
2019-02-01 01:30:00,1
2019-02-01 01:31:00,1
2019-02-01 01:32:00,1
2019-02-01 01:33:00,2
2019-02-01 01:34:00,1
2019-02-01 01:35:00,1
2019-02-01 01:36:00,1
2019-02-01 01:37:00,1
2019-02-01 01:38:00,2
2019-02-01 01:39:00,1
2019-02-01 01:40:00,1
2019-02-01 01:41:00,2
2019-02-01 01:42:00,1
2019-02-01 01:43:00,1
2019-02-01 01:44:00,1
2019-02-01 01:45:00,2
2019-02-01 01:46:00,1
2019-02-01 01:47:00,1
2019-02-01 01:48:00,1
2019-02-01 01:49:00,1
2019-02-01 01:50:00,1
2019-02-01 01:51:00,2
2019-02-01 01:52:00,1
2019-02-01 01:53:00,1
2019-02-01 01:54:00,2
2019-02-01 01:55:00,1
2019-02-01 01:56:00,1
2019-02-01 01:57:00,1
2019-02-01 01:58:00,1
2019-02-01 01:59:00,2
2019-02-01 02:00:00,1
2019-02-01 02:01:00,1
2019-02-01 02:02:00,2
2019-02-01 02:03:00,1
2019-02-01 02:04:00,1
2019-02-01 02:05:00,2
2019-02-01 02:06:00,1
2019-02-01 02:07:00,2
2019-02-01 02:08:00,1
2019-02-01 02:09:00,1
2019-02-01 02:10:00,2
2019-02-01 02:11:00,1
2019-02-01 02:12:00,1
2019-02-01 02:13:00,2
2019-02-01 02:14:00,1
2019-02-01 02:15:00,1
2019-02-01 02:16:00,2
2019-02-01 02:17:00,1
2019-02-01 02:18:00,2
2019-02-01 02:19:00,1
2019-02-01 02:20:00,2
2019-02-01 02:21:00,1
2019-02-01 02:22:00,1
2019-02-01 02:23:00,2
2019-02-01 02:24:00,1
2019-02-01 02:25:00,2
2019-02-01 02:38:00,1
2019-02-01 02:39:00,1
2019-02-01 02:40:00,2
2019-02-01 02:41:00,1
2019-02-01 02:42:00,1
2019-02-01 02:43:00,2
2019-02-01 02:44:00,1
2019-02-01 02:45:00,1
2019-02-01 02:46:00,2
2019-02-01 02:47:00,1
2019-02-01 02:48:00,2
2019-02-01 02:49:00,1
2019-02-01 03:03:00,1
2019-02-01 03:04:00,2
2019-02-01 03:05:00,2
2019-02-01 03:06:00,1
2019-02-01 03:07:00,1
2019-02-01 03:08:00,2
2019-02-01 03:09:00,1
2019-02-01 03:10:00,2
2019-02-01 03:11:00,1
2019-02-01 03:12:00,2
2019-02-01 03:13:00,1
2019-02-01 03:14:00,2
2019-02-01 03:15:00,1
2019-02-01 03:16:00,1
2019-02-01 03:17:00,2
2019-02-01 03:18:00,1
2019-02-01 03:19:00,2
2019-02-01 03:20:00,1
2019-02-01 03:21:00,2
2019-02-01 03:22:00,1
2019-02-01 03:23:00,2
2019-02-01 03:24:00,2
2019-02-01 03:25:00,1
2019-02-01 03:26:00,1
2019-02-01 03:27:00,1
2019-02-01 03:28:00,1
2019-02-01 03:29:00,2
2019-02-01 03:30:00,1
2019-02-01 03:31:00,1
2019-02-01 03:32:00,2
2019-02-01 03:33:00,1
2019-02-01 03:34:00,2
2019-02-01 03:35:00,1
2019-02-01 03:36:00,1
2019-02-01 03:37:00,2
2019-02-01 03:38:00,1
2019-02-01 03:39:00,2
2019-02-01 03:40:00,1
2019-02-01 03:41:00,1
2019-02-01 03:42:00,2
2019-02-01 03:43:00,1
2019-02-01 03:44:00,2
2019-02-01 03:45:00,1
2019-02-01 03:46:00,2
2019-02-01 03:47:00,1
2019-02-01 03:48:00,1
2019-02-01 03:49:00,2
2019-02-01 03:50:00,1
2019-02-01 03:51:00,2
2019-02-01 03:52:00,1
2019-02-01 03:53:00,1
2019-02-01 03:54:00,2
2019-02-01 03:55:00,1
2019-02-01 03:56:00,1
2019-02-01 03:57:00,2
2019-02-01 03:58:00,1
2019-02-01 03:59:00,2
2019-02-01 04:00:00,1
2019-02-01 04:01:00,1
2019-02-01 04:02:00,2
2019-02-01 04:03:00,1
2019-02-01 04:04:00,2
2019-02-01 04:05:00,1
2019-02-01 04:06:00,1
2019-02-01 04:07:00,2
2019-02-01 04:08:00,1
2019-02-01 04:09:00,2
2019-02-01 04:10:00,1
2019-02-01 04:11:00,2
2019-02-01 04:12:00,1
2019-02-01 04:13:00,1
2019-02-01 04:14:00,2
2019-02-01 04:15:00,1
2019-02-01 04:16:00,2
2019-02-01 04:17:00,1
2019-02-01 04:18:00,1
2019-02-01 04:19:00,2
2019-02-01 04:20:00,2
2019-02-01 04:21:00,1
2019-02-01 04:22:00,2
2019-02-01 04:23:00,1
2019-02-01 04:24:00,2
2019-02-01 04:25:00,1
2019-02-01 04:26:00,1
2019-02-01 04:27:00,2
2019-02-01 04:28:00,1
2019-02-01 04:29:00,2
2019-02-01 04:30:00,2
2019-02-01 04:31:00,1
2019-02-01 04:32:00,2
2019-02-01 04:33:00,1
2019-02-01 04:34:00,1
2019-02-01 04:35:00,2
2019-02-01 04:36:00,1
2019-02-01 04:37:00,2
2019-02-01 04:38:00,1
2019-02-01 04:39:00,1
2019-02-01 04:40:00,2
2019-02-01 04:41:00,1
2019-02-01 04:42:00,1
2019-02-01 04:43:00,1
2019-02-01 04:44:00,2
2019-02-01 04:45:00,1
2019-02-01 04:46:00,1
2019-02-01 04:47:00,2
2019-02-01 04:48:00,1
2019-02-01 04:49:00,2
2019-02-01 04:50:00,1
2019-02-01 04:51:00,1
2019-02-01 04:52:00,2
2019-02-01 04:53:00,1
2019-02-01 04:54:00,1
2019-02-01 04:55:00,2
2019-02-01 04:56:00,1
2019-02-01 04:57:00,2
2019-02-01 04:58:00,2
2019-02-01 04:59:00,1
2019-02-01 05:00:00,2
2019-02-01 05:01:00,2
2019-02-01 05:02:00,1
2019-02-01 05:03:00,2
2019-02-01 05:04:00,1
2019-02-01 05:05:00,2
2019-02-01 05:06:00,2
2019-02-01 05:07:00,1
2019-02-01 05:08:00,2
2019-02-01 05:09:00,1
2019-02-01 05:10:00,2
2019-02-01 05:11:00,1
2019-02-01 05:12:00,1
2019-02-01 05:13:00,2
2019-02-01 05:14:00,2
2019-02-01 05:15:00,1
2019-02-01 05:16:00,2
2019-02-01 05:17:00,1
2019-02-01 05:18:00,2
2019-02-01 05:19:00,1
2019-02-01 05:20:00,2
2019-02-01 05:21:00,2
2019-02-01 05:22:00,1
2019-02-01 05:23:00,2
2019-02-01 05:24:00,2
2019-02-01 05:25:00,1
2019-02-01 05:26:00,2
2019-02-01 05:27:00,2
2019-02-01 05:28:00,1
2019-02-01 05:29:00,2
2019-02-01 05:30:00,2
2019-02-01 05:31:00,2
2019-02-01 05:32:00,1
2019-02-01 05:33:00,2
2019-02-01 05:34:00,2
2019-02-01 05:35:00,1
2019-02-01 05:36:00,2
2019-02-01 05:37:00,1
2019-02-01 05:38:00,2
2019-02-01 05:39:00,2
2019-02-01 05:40:00,1
2019-02-01 05:41:00,2
2019-02-01 05:42:00,1
2019-02-01 05:43:00,2
2019-02-01 05:44:00,1
2019-02-01 05:45:00,2
2019-02-01 05:46:00,1
2019-02-01 05:47:00,2
2019-02-01 05:48:00,2
2019-02-01 05:49:00,2
2019-02-01 05:50:00,1
2019-02-01 05:51:00,3
2019-02-01 05:52:00,2
2019-02-01 05:53:00,2
2019-02-01 05:54:00,1
2019-02-01 05:55:00,2
2019-02-01 05:56:00,2
2019-02-01 05:57:00,3
2019-02-01 05:58:00,2
2019-02-01 05:59:00,2
2019-02-01 06:00:00,1
2019-02-01 06:01:00,2
2019-02-01 06:02:00,2
2019-02-01 06:03:00,2
2019-02-01 06:04:00,2
2019-02-01 06:05:00,1
2019-02-01 06:06:00,2
2019-02-01 06:07:00,2
2019-02-01 06:08:00,2
2019-02-01 06:09:00,2
2019-02-01 06:10:00,2
2019-02-01 06:11:00,2
2019-02-01 06:12:00,2
2019-02-01 06:13:00,2
2019-02-01 06:14:00,2
2019-02-01 06:15:00,1
2019-02-01 06:16:00,2
2019-02-01 06:17:00,2
2019-02-01 06:18:00,2
2019-02-01 06:19:00,3
2019-02-01 06:20:00,1
2019-02-01 06:21:00,2
2019-02-01 06:22:00,2
2019-02-01 06:23:00,2
2019-02-01 06:24:00,2
2019-02-01 06:25:00,2
2019-02-01 06:26:00,2
