8,select top # * from [SDSS7]
2019-10-22 02:48:00,1
2019-10-22 03:44:00,1
2019-12-20 01:48:00,1
2019-12-20 02:46:00,2
2019-12-20 03:15:00,1
2019-12-20 03:16:00,1
2019-12-20 03:26:00,1
