407,"SELECT TOP # G.objID, GN.distance, G.z, G.ra, G.dec FROM Galaxy as G JOIN dbo.fGetNearbyObjEq (#, #, #) AS GN ON G.objID = GN.objID WHERE z > #"
2019-09-15 21:03:00,1
2019-09-15 21:04:00,1
2019-09-15 21:06:00,1
2019-09-15 21:07:00,1
2019-09-16 16:47:00,1
2019-09-16 16:55:00,1
2019-09-16 20:50:00,1
2019-09-16 20:52:00,100
2019-09-16 20:55:00,100
2019-09-16 21:10:00,5
2019-09-16 21:11:00,95
2019-09-16 22:03:00,40
2019-09-16 22:04:00,60
