3,"SELECT TOP # mangaid, input_teff, psfmag_#, psfmag_# FROM MaStar_goodstars WHERE input_teff< # AND input_teff> #"
2019-01-09 17:59:00,1
2019-01-09 18:03:00,1
2019-01-09 18:09:00,1
