10,"SELECT dr7objid AS objid, ra, dec FROM zoo2MainSpecz WHERE t0#_smooth_or_features_a0#_features_or_disk_weighted_fraction > = # AND t0#_edgeon_a0#_no_weighted_fraction > = # AND t0#_bar_a0#_no_bar_weighted_fraction > = # ORDER BY dr7objid ASC"
2019-04-03 18:40:00,7
2019-04-03 18:46:00,1
2019-04-03 18:55:00,1
2019-04-03 19:08:00,1
