11,"SELECT TOP # s.plate, s.mjd, s.fiberid, s.z, s.zErr, s.zWarning, s.class FROM ..SpecObj as s JOIN dbo.fGetObjFromRect (#, #, #, #) AS b ON s.bestobjid = b.objID WHERE s.zWarning = #"
2019-05-01 17:44:00,2
2019-05-01 17:45:00,1
2019-05-03 15:57:00,1
2019-05-04 18:54:00,1
2019-05-08 09:42:00,1
2019-05-08 09:44:00,1
2019-09-09 04:09:00,1
2019-10-26 16:35:00,1
2019-10-26 16:36:00,1
2019-12-10 05:12:00,1
