9,"SELECT TOP # u, dered_u, g, dered_g, r, dered_r, i, dered_i, z, dered_z, ra, dec, deVRad_u, deVRad_g, deVRad_r, deVRad_i, deVRad_z, flags_r, petroR9#_r, petroR5#_r FROM Galaxy"
2019-01-24 16:09:00,2
2019-01-24 16:10:00,1
2019-03-05 10:13:00,1
2019-03-28 11:22:00,1
2019-03-28 15:29:00,1
2019-07-14 12:22:00,1
2019-07-14 12:24:00,1
2019-07-14 12:25:00,1
