6,"SELECT TOP # p.ra, p.dec, p.dered_u, p.dered_r, s.z FROM PhotoObj AS p JOIN SpecObj AS s ON p.objID = s.bestObjID WHERE class = # and s.zWarning = # and s.z between # and #"
2019-05-07 14:14:00,2
2019-05-07 14:16:00,1
2019-05-07 14:29:00,1
2019-05-07 14:30:00,1
2019-05-07 14:31:00,1
