9,SELECT * from specobj
2019-02-12 03:51:00,1
2019-02-12 04:01:00,1
2019-02-12 04:05:00,1
2019-02-12 04:06:00,1
2019-02-12 04:09:00,1
2019-02-12 04:45:00,1
2019-02-12 05:40:00,2
2019-02-12 09:04:00,1
