11,"SELECT TOP # cast (str (p.ra, #, #) as float) as ra, cast (str (p.[dec], #, #) as float) as dec FROM ..PhotoObj AS p JOIN dbo.fGetObjFromRect (#, #, #, #) AS b ON p.objID = b.objID WHERE (p.type = # OR p.type = #)"
2019-01-23 15:59:00,1
2019-02-11 07:41:00,1
2019-02-11 07:43:00,1
2019-03-01 16:42:00,1
2019-03-01 16:43:00,2
2019-03-30 22:36:00,1
2019-04-03 10:02:00,1
2019-08-16 17:36:00,1
2019-10-09 12:08:00,1
2019-12-16 15:50:00,1
